Venue;Year;Author;URL;CoAuthorList;Title;Pagination;NoAuthor;AuthorURLs;DOI
CIAA;2012;Dane Henshall;https://dblp.org/pid/79/11143.html;Daniel Goc, Dane Henshall, Jeffrey O. Shallit;Automatic Theorem-Proving in Combinatorics on Words.;180-191;3;https://dblp.org/pid/116/2762.html,https://dblp.org/pid/79/11143.html,https://dblp.org/pid/s/JeffreyShallit.html;10.1007/978-3-642-31606-7_16
CIAA;2006;Cédric Bastien;https://dblp.org/pid/36/4618.html;Cédric Bastien, Jurek Czyzowicz, Wojciech Fraczak, Wojciech Rytter;Reducing Simple Grammars: Exponential Against Highly-Polynomial Time in Practice.;90-101;4;https://dblp.org/pid/23/584.html,https://dblp.org/pid/36/4618.html,https://dblp.org/pid/91/1979.html,https://dblp.org/pid/r/WojciechRytter.html;10.1007/11812128_10
CIAA;2005;Cédric Bastien;https://dblp.org/pid/36/4618.html;Cédric Bastien, Jurek Czyzowicz, Wojciech Fraczak, Wojciech Rytter;Prime Normal Form and Equivalence of Simple Grammars.;78-89;4;https://dblp.org/pid/23/584.html,https://dblp.org/pid/36/4618.html,https://dblp.org/pid/91/1979.html,https://dblp.org/pid/r/WojciechRytter.html;10.1007/11605157_7
CIAA;2016;Jiamou Liu;https://dblp.org/pid/46/4291.html;Bakhadyr Khoussainov, Jiamou Liu;Decision Problems for Finite Automata over Infinite Algebraic Structures.;3-11;2;https://dblp.org/pid/46/4291.html,https://dblp.org/pid/59/1434.html;10.1007/978-3-319-40946-7_1
CIAA;2016;Timothy Ng;https://dblp.org/pid/157/6118-1.html;Timothy Ng;Prefix Distance Between Regular Languages.;224-235;1;https://dblp.org/pid/157/6118-1.html;10.1007/978-3-319-40946-7_19
CIAA;2015;Timothy Ng;https://dblp.org/pid/157/6118-1.html;Timothy Ng, David Rappaport, Kai Salomaa;State Complexity of Prefix Distance.;238-249;3;https://dblp.org/pid/02/6009.html,https://dblp.org/pid/157/6118-1.html,https://dblp.org/pid/92/900.html;10.1007/978-3-319-22360-5_20
CIAA;2019;Alexander Okhotin;https://dblp.org/pid/o/AOkhotin.html;Alexander Okhotin;Graph-Walking Automata: From Whence They Come, and Whither They are Bound.;10-29;1;https://dblp.org/pid/o/AOkhotin.html;10.1007/978-3-030-23679-3_2
CIAA;2002;Alexander Okhotin;https://dblp.org/pid/o/AOkhotin.html;Alexander Okhotin;Efficient Automaton-Based Recognition for Linear Conjunctive Languages.;169-181;1;https://dblp.org/pid/o/AOkhotin.html;10.1007/3-540-44977-9_16
CIAA;2002;Alexander Okhotin;https://dblp.org/pid/o/AOkhotin.html;Alexander Okhotin;Whale Calf, a Parser Generator for Conjunctive Grammars.;213-220;1;https://dblp.org/pid/o/AOkhotin.html;10.1007/3-540-44977-9_20
CIAA;2009;Albert Nymeyer;https://dblp.org/pid/03/3972.html;Jing Cao, Albert Nymeyer;Formally Synthesising a Protocol Converter: A Case Study.;249-252;2;https://dblp.org/pid/03/3972.html,https://dblp.org/pid/74/837.html;10.1007/978-3-642-02979-0_30
CIAA;2005;Dmitry M. Rusakov;https://dblp.org/pid/65/922.html;Rimma I. Podlovchenko, Dmitry M. Rusakov, Vladimir A. Zakharov;On the Equivalence Problem for Programs with Mode Switching.;351-352;3;https://dblp.org/pid/61/3416.html,https://dblp.org/pid/65/922.html,https://dblp.org/pid/84/5934.html;10.1007/11605157_34
CIAA;2015;Sigrid Ewert;https://dblp.org/pid/28/3680.html;Abejide Ade-Ibijola, Sigrid Ewert, Ian Douglas Sanders;Introducing Code Adviser: A DFA-driven Electronic Programming Tutor.;307-312;3;https://dblp.org/pid/152/0486.html,https://dblp.org/pid/19/38.html,https://dblp.org/pid/28/3680.html;10.1007/978-3-319-22360-5_25
CIAA;2000;Sigrid Ewert;https://dblp.org/pid/28/3680.html;Frank Drewes, Sigrid Ewert, Renate Klempien-Hinrichs, Hans-Jörg Kreowski;Computing Raster Images from Grid Picture Grammars.;113-121;4;https://dblp.org/pid/10/624.html,https://dblp.org/pid/28/3680.html,https://dblp.org/pid/d/FrankDrewes.html,https://dblp.org/pid/k/JHKreowski.html;10.1007/3-540-44674-5_9
CIAA;2004;Libor Polák;https://dblp.org/pid/73/3073.html;Libor Polák;Minimalizations of NFA Using the Universal Automaton.;325-326;1;https://dblp.org/pid/73/3073.html;10.1007/978-3-540-30500-2_37
CIAA;2002;Libor Polák;https://dblp.org/pid/73/3073.html;Libor Polák;Syntactic Semiring and Language Equations.;182-193;1;https://dblp.org/pid/73/3073.html;10.1007/3-540-44977-9_17
CIAA;2001;Francisco-Mario Barcala;https://dblp.org/pid/63/5655.html;Jorge Graña, Francisco-Mario Barcala, Miguel A. Alonso;Compilation Methods of Minimal Acyclic Finite-State Automata for Large Dictionaries.;135-148;3;https://dblp.org/pid/63/5655.html,https://dblp.org/pid/a/MiguelAAlonso.html,https://dblp.org/pid/g/JorgeGranaGil.html;10.1007/3-540-36390-4_12
CIAA;2018;Anne Condon;https://dblp.org/pid/c/AnneCondon.html;Anne Condon;On Design and Analysis of Chemical Reaction Network Algorithms.;1-3;1;https://dblp.org/pid/c/AnneCondon.html;10.1007/978-3-319-94812-6_1
CIAA;2008;Gloria Inés Alvarez;https://dblp.org/pid/97/8237.html;Pedro García, Manuel Vazquez de Parga, Gloria Inés Alvarez, José Ruiz;Learning Regular Languages Using Nondeterministic Finite Automata.;92-101;4;https://dblp.org/pid/04/2667-1.html,https://dblp.org/pid/39/386-1.html,https://dblp.org/pid/87/3323.html,https://dblp.org/pid/97/8237.html;10.1007/978-3-540-70844-5_10
CIAA;2005;Gloria Inés Alvarez;https://dblp.org/pid/97/8237.html;Pedro García, José Ruiz, Antonio Cano, Gloria Inés Alvarez;Is Learning RFSAs Better Than Learning DFAs?.;343-344;4;https://dblp.org/pid/04/2667-1.html,https://dblp.org/pid/32/618.html,https://dblp.org/pid/39/386-1.html,https://dblp.org/pid/97/8237.html;10.1007/11605157_30
CIAA;2004;Tomoyuki Yamakami;https://dblp.org/pid/13/3203.html;Harumichi Nishimura, Tomoyuki Yamakami;An Application of Quantum Finite Automata to Interactive Proof Systems.;225-236;2;https://dblp.org/pid/02/5630.html,https://dblp.org/pid/13/3203.html;10.1007/978-3-540-30500-2_21
CIAA;2016;Abuzer Yakaryilmaz;https://dblp.org/pid/82/4618.html;Aleksandrs Belovs, J. Andres Montoya, Abuzer Yakaryilmaz;Looking for Pairs that Hard to Separate: A Quantum Approach.;213-223;3;https://dblp.org/pid/24/4309.html,https://dblp.org/pid/82/4618.html,https://dblp.org/pid/90/3379.html;10.1007/978-3-319-40946-7_18
CIAA;2015;Abuzer Yakaryilmaz;https://dblp.org/pid/82/4618.html;Masaki Nakanishi, Abuzer Yakaryilmaz;Classical and Quantum Counter Automata on Promise Problems.;224-237;2;https://dblp.org/pid/82/4618.html,https://dblp.org/pid/94/270.html;10.1007/978-3-319-22360-5_19
CIAA;2014;Abuzer Yakaryilmaz;https://dblp.org/pid/82/4618.html;Marzio De Biasi, Abuzer Yakaryilmaz;Unary Languages Recognized by Two-Way One-Counter Automata.;148-161;2;https://dblp.org/pid/137/8219.html,https://dblp.org/pid/82/4618.html;10.1007/978-3-319-08846-4_11
CIAA;2014;Abuzer Yakaryilmaz;https://dblp.org/pid/82/4618.html;Jibran Rashid, Abuzer Yakaryilmaz;Implications of Quantum Automata for Contextuality.;318-331;2;https://dblp.org/pid/144/7555.html,https://dblp.org/pid/82/4618.html;10.1007/978-3-319-08846-4_24
CIAA;2015;William J. Hutton III;https://dblp.org/pid/164/1690.html;Zhe Dang, Dmitry Dementyev, Thomas R. Fischer, William J. Hutton III;Security of Numerical Sensors in Automata.;76-88;4;https://dblp.org/pid/164/1690.html,https://dblp.org/pid/165/8656.html,https://dblp.org/pid/22/1750.html,https://dblp.org/pid/51/5888.html;10.1007/978-3-319-22360-5_7
CIAA;2007;Martin Plátek;https://dblp.org/pid/16/613.html;Frantisek Mráz, Martin Plátek, Friedrich Otto;A Measure for the Degree of Nondeterminism of Context-Free Languages.;192-202;3;https://dblp.org/pid/03/67.html,https://dblp.org/pid/16/613.html,https://dblp.org/pid/38/5599.html;10.1007/978-3-540-76336-9_19
CIAA;2006;Martin Plátek;https://dblp.org/pid/16/613.html;Hartmut Messerschmidt, Frantisek Mráz, Friedrich Otto, Martin Plátek;Correctness Preservation and Complexity of Simple RL-Automata.;162-172;4;https://dblp.org/pid/03/67.html,https://dblp.org/pid/16/3031.html,https://dblp.org/pid/16/613.html,https://dblp.org/pid/38/5599.html;10.1007/11812128_16
CIAA;2009;Martin Zimmermann;https://dblp.org/pid/70/5831-2.html;Martin Zimmermann;Time-Optimal Winning Strategies for Poset Games.;217-226;1;https://dblp.org/pid/70/5831-2.html;10.1007/978-3-642-02979-0_25
CIAA;2015;Hermann Gruber;https://dblp.org/pid/86/1702.html;Hermann Gruber, Markus Holzer, Sebastian Jakobi;More on Deterministic and Nondeterministic Finite Cover Automata - Extended Abstract.;114-126;3;https://dblp.org/pid/65/8396.html,https://dblp.org/pid/86/1702.html,https://dblp.org/pid/h/MarkusHolzer1.html;10.1007/978-3-319-22360-5_10
CIAA;2009;Hermann Gruber;https://dblp.org/pid/86/1702.html;Hermann Gruber, Markus Holzer, Michael Tautschnig;Short Regular Expressions from Finite Automata: Empirical Results.;188-197;3;https://dblp.org/pid/18/1323.html,https://dblp.org/pid/86/1702.html,https://dblp.org/pid/h/MarkusHolzer1.html;10.1007/978-3-642-02979-0_22
CIAA;2000;David Harel;https://dblp.org/pid/h/DavidHarel.html;David Harel, Hillel Kugler;Synthesizing State-Based Object Systems from LSC Specifications.;1-33;2;https://dblp.org/pid/59/2178.html,https://dblp.org/pid/h/DavidHarel.html;10.1007/3-540-44674-5_1
CIAA;2019;Strahil Ristov;https://dblp.org/pid/06/5386.html;Robert Bakaric, Damir Korencic, Strahil Ristov;Enumerated Automata Implementation of String Dictionaries.;33-44;3;https://dblp.org/pid/06/5386.html,https://dblp.org/pid/154/2814.html,https://dblp.org/pid/244/2665.html;10.1007/978-3-030-23679-3_3
CIAA;2016;Holger Bock Axelsen;https://dblp.org/pid/42/2723.html;Holger Bock Axelsen, Markus Holzer, Martin Kutrib;The Degree of Irreversibility in Deterministic Finite Automata.;15-26;3;https://dblp.org/pid/42/2723.html,https://dblp.org/pid/h/MarkusHolzer1.html,https://dblp.org/pid/k/MartinKutrib.html;10.1007/978-3-319-40946-7_2
CIAA;2000;Hans-Jörg Kreowski;https://dblp.org/pid/k/JHKreowski.html;Frank Drewes, Sigrid Ewert, Renate Klempien-Hinrichs, Hans-Jörg Kreowski;Computing Raster Images from Grid Picture Grammars.;113-121;4;https://dblp.org/pid/10/624.html,https://dblp.org/pid/28/3680.html,https://dblp.org/pid/d/FrankDrewes.html,https://dblp.org/pid/k/JHKreowski.html;10.1007/3-540-44674-5_9
CIAA;2003;Alicja Trusewicz;https://dblp.org/pid/20/118.html;Olgierd Unold, Maciej Troc, Tadeusz Dobosz, Alicja Trusewicz;Finite-State Molecular Computing.;309-310;4;https://dblp.org/pid/15/3718.html,https://dblp.org/pid/20/118.html,https://dblp.org/pid/49/4233.html,https://dblp.org/pid/53/947.html;10.1007/3-540-45089-0_33
CIAA;2007;Clemens Marschner;https://dblp.org/pid/08/4932.html;Clemens Marschner;Efficiently Matching with Local Grammars Using Prefix Overlay Transducers.;314-316;1;https://dblp.org/pid/08/4932.html;10.1007/978-3-540-76336-9_32
CIAA;2001;Iñaki Alegria;https://dblp.org/pid/77/2513.html;Iñaki Alegria, Maxux J. Aranzabe, Nerea Ezeiza, Aitzol Ezeiza, Ruben Urizar;Using Finite State Technology in Natural Language Processing of Basque.;1-12;5;https://dblp.org/pid/13/2854.html,https://dblp.org/pid/22/987.html,https://dblp.org/pid/51/3734.html,https://dblp.org/pid/77/2513.html,https://dblp.org/pid/79/3795.html;10.1007/3-540-36390-4_1
CIAA;2018;Giovanni Pighizzini;https://dblp.org/pid/87/6893.html;Bruno Guillon, Giovanni Pighizzini, Luca Prigioniero;Non-self-embedding Grammars, Constant-Height Pushdown Automata, and Limited Automata.;186-197;3;https://dblp.org/pid/07/10360.html,https://dblp.org/pid/182/9958.html,https://dblp.org/pid/87/6893.html;10.1007/978-3-319-94812-6_16
CIAA;2014;Giovanni Pighizzini;https://dblp.org/pid/87/6893.html;Giovanni Pighizzini;Investigations on Automata and Languages over a Unary Alphabet.;42-57;1;https://dblp.org/pid/87/6893.html;10.1007/978-3-319-08846-4_3
CIAA;2008;Giovanni Pighizzini;https://dblp.org/pid/87/6893.html;Giovanni Pighizzini;Deterministic Pushdown Automata and Unary Languages.;232-241;1;https://dblp.org/pid/87/6893.html;10.1007/978-3-540-70844-5_24
CIAA;2000;Giovanni Pighizzini;https://dblp.org/pid/87/6893.html;Giovanni Pighizzini;Unary Language Concatenation and Its State Complexity.;252-262;1;https://dblp.org/pid/87/6893.html;10.1007/3-540-44674-5_21
CIAA;2007;Miri Ben-Nissan;https://dblp.org/pid/96/2152.html;Shmuel Tomi Klein, Miri Ben-Nissan;Accelerating Boyer Moore Searches on Binary Texts.;130-143;2;https://dblp.org/pid/96/2152.html,https://dblp.org/pid/k/ShmuelTomiKlein.html;10.1007/978-3-540-76336-9_14
CIAA;2021;Simone Faro;https://dblp.org/pid/92/5606.html;Simone Faro, Stefano Scafiti;Efficient String Matching Based on a Two-Step Simulation of the Suffix Automaton.;165-177;2;https://dblp.org/pid/247/4205.html,https://dblp.org/pid/92/5606.html;10.1007/978-3-030-79121-6_14
CIAA;2012;Simone Faro;https://dblp.org/pid/92/5606.html;Simone Faro, Thierry Lecroq;A Fast Suffix Automata Based Algorithm for Exact Online String Matching.;149-158;2;https://dblp.org/pid/92/5606.html,https://dblp.org/pid/l/ThierryLecroq.html;10.1007/978-3-642-31606-7_13
CIAA;2015;Chris J. Kuhlman;https://dblp.org/pid/09/7561.html;Abhijin Adiga, Chris J. Kuhlman, Madhav V. Marathe, S. S. Ravi, Daniel J. Rosenkrantz, Richard Edwin Stearns;Complexity of Inferring Local Transition Functions of Discrete Dynamical Systems.;21-34;6;https://dblp.org/pid/09/7561.html,https://dblp.org/pid/52/991.html,https://dblp.org/pid/73/8044.html,https://dblp.org/pid/80/6105.html,https://dblp.org/pid/94/2464.html,https://dblp.org/pid/s/RichardEdwinStearns.html;10.1007/978-3-319-22360-5_3
CIAA;2000;Kamal Lodaya;https://dblp.org/pid/l/KamalLodaya.html;Kamal Lodaya, Ramaswamy Ramanujam;An Automaton Model of User-Controlled Navigation on the Web.;208-216;2;https://dblp.org/pid/80/2956.html,https://dblp.org/pid/l/KamalLodaya.html;10.1007/3-540-44674-5_17
CIAA;2019;Rogério Reis;https://dblp.org/pid/30/5254.html;Stavros Konstantinidis, Nelma Moreira, João Pires, Rogério Reis;Partial Derivatives of Regular Expressions over Alphabet-Invariant and User-Defined Labels.;184-196;4;https://dblp.org/pid/30/5254.html,https://dblp.org/pid/92/4408.html,https://dblp.org/pid/k/StavrosKonstantinidis.html,https://dblp.org/pid/n/NelmaMoreira.html;10.1007/978-3-030-23679-3_15
CIAA;2018;Rogério Reis;https://dblp.org/pid/30/5254.html;Stavros Konstantinidis, Nelma Moreira, Rogério Reis, Joshua Young;Regular Expressions and Transducers over Alphabet-Invariant and User-Defined Labels.;4-27;4;https://dblp.org/pid/120/6413.html,https://dblp.org/pid/30/5254.html,https://dblp.org/pid/k/StavrosKonstantinidis.html,https://dblp.org/pid/n/NelmaMoreira.html;10.1007/978-3-319-94812-6_2
CIAA;2016;Rogério Reis;https://dblp.org/pid/30/5254.html;Stavros Konstantinidis, Casey Meijer, Nelma Moreira, Rogério Reis;Implementation of Code Properties via Transducers.;189-201;4;https://dblp.org/pid/162/0238.html,https://dblp.org/pid/30/5254.html,https://dblp.org/pid/k/StavrosKonstantinidis.html,https://dblp.org/pid/n/NelmaMoreira.html;10.1007/978-3-319-40946-7_16
CIAA;2014;Rogério Reis;https://dblp.org/pid/30/5254.html;Ivone Amorim, António Machiavelo, Rogério Reis;Counting Equivalent Linear Finite Transducers Using a Canonical Form.;70-83;3;https://dblp.org/pid/118/5957.html,https://dblp.org/pid/21/4601.html,https://dblp.org/pid/30/5254.html;10.1007/978-3-319-08846-4_5
CIAA;2014;Rogério Reis;https://dblp.org/pid/30/5254.html;Eva Maia, Nelma Moreira, Rogério Reis;Partial Derivative and Position Bisimilarity Automata.;264-277;3;https://dblp.org/pid/125/2364.html,https://dblp.org/pid/30/5254.html,https://dblp.org/pid/n/NelmaMoreira.html;10.1007/978-3-319-08846-4_20
CIAA;2013;Rogério Reis;https://dblp.org/pid/30/5254.html;Eva Maia, Nelma Moreira, Rogério Reis;Incomplete Transition Complexity of Basic Operations on Finite Languages.;349-356;3;https://dblp.org/pid/125/2364.html,https://dblp.org/pid/30/5254.html,https://dblp.org/pid/n/NelmaMoreira.html;10.1007/978-3-642-39274-0_31
CIAA;2010;Rogério Reis;https://dblp.org/pid/30/5254.html;Marco Almeida, Nelma Moreira, Rogério Reis;Incremental DFA Minimisation.;39-48;3;https://dblp.org/pid/30/5254.html,https://dblp.org/pid/53/3527.html,https://dblp.org/pid/n/NelmaMoreira.html;10.1007/978-3-642-18098-9_5
CIAA;2009;Rogério Reis;https://dblp.org/pid/30/5254.html;André Almeida, Marco Almeida, José Alves, Nelma Moreira, Rogério Reis;FAdo and GUItar.;65-74;5;https://dblp.org/pid/00/7175.html,https://dblp.org/pid/30/5254.html,https://dblp.org/pid/53/3527.html,https://dblp.org/pid/54/7174.html,https://dblp.org/pid/n/NelmaMoreira.html;10.1007/978-3-642-02979-0_10
CIAA;2008;Rogério Reis;https://dblp.org/pid/30/5254.html;Marco Almeida, Nelma Moreira, Rogério Reis;Antimirov and Mosses's Rewrite System Revisited.;46-56;3;https://dblp.org/pid/30/5254.html,https://dblp.org/pid/53/3527.html,https://dblp.org/pid/n/NelmaMoreira.html;10.1007/978-3-540-70844-5_6
CIAA;2005;Rogério Reis;https://dblp.org/pid/30/5254.html;José João Morais, Nelma Moreira, Rogério Reis;Acyclic Automata with Easy-to-Find Short Regular Expressions.;349-350;3;https://dblp.org/pid/30/5254.html,https://dblp.org/pid/80/2024.html,https://dblp.org/pid/n/NelmaMoreira.html;10.1007/11605157_33
CIAA;2013;Tristan Le Gall;https://dblp.org/pid/48/4007.html;Thomas Genet, Tristan Le Gall, Axel Legay, Valérie Murat;A Completion Algorithm for Lattice Tree Automata.;134-145;4;https://dblp.org/pid/03/3582.html,https://dblp.org/pid/24/10259.html,https://dblp.org/pid/48/4007.html,https://dblp.org/pid/52/579.html;10.1007/978-3-642-39274-0_13
CIAA;2014;Michael Luttenberger;https://dblp.org/pid/62/964.html;Javier Esparza, Michael Luttenberger, Maximilian Schlund;FPsolve: A Generic Solver for Fixpoint Equations over Semirings.;1-15;3;https://dblp.org/pid/62/8217.html,https://dblp.org/pid/62/964.html,https://dblp.org/pid/e/JEsparza.html;10.1007/978-3-319-08846-4_1
CIAA;2006;Michael Luttenberger;https://dblp.org/pid/62/964.html;Michael Luttenberger;Reachability Analysis of Procedural Programs with Affine Integer Arithmetic.;281-282;1;https://dblp.org/pid/62/964.html;10.1007/11812128_29
CIAA;2010;Natasa Jonoska;https://dblp.org/pid/j/NatasaJonoska.html;Natasa Jonoska;Using Automata to Describe Self-Assembled Nanostructures.;1-3;1;https://dblp.org/pid/j/NatasaJonoska.html;10.1007/978-3-642-18098-9_1
CIAA;2008;Natasa Jonoska;https://dblp.org/pid/j/NatasaJonoska.html;Egor Dolzhenko, Natasa Jonoska;On Complexity of Two Dimensional Languages Generated by Transducers.;181-190;2;https://dblp.org/pid/16/6072.html,https://dblp.org/pid/j/NatasaJonoska.html;10.1007/978-3-540-70844-5_19
CIAA;2007;Natasa Jonoska;https://dblp.org/pid/j/NatasaJonoska.html;Natasa Jonoska, Joni Burnette Pirnot;Finite State Automata Representing Two-Dimensional Subshifts.;277-289;2;https://dblp.org/pid/47/5591.html,https://dblp.org/pid/j/NatasaJonoska.html;10.1007/978-3-540-76336-9_26
CIAA;2010;Tevfik Bultan;https://dblp.org/pid/07/3368.html;Fang Yu, Tevfik Bultan, Oscar H. Ibarra;Relational String Verification Using Multi-track Automata.;290-299;3;https://dblp.org/pid/07/3368.html,https://dblp.org/pid/44/3505-1.html,https://dblp.org/pid/i/OscarHIbarra.html;10.1007/978-3-642-18098-9_31
CIAA;2003;Tevfik Bultan;https://dblp.org/pid/07/3368.html;Xiang Fu, Tevfik Bultan, Jianwen Su;Conversation Protocols: A Formalism for Specification and Verification of Reactive Electronic Services.;188-200;3;https://dblp.org/pid/07/3368.html,https://dblp.org/pid/97/374.html,https://dblp.org/pid/s/JWSu.html;10.1007/3-540-45089-0_18
CIAA;2002;Tevfik Bultan;https://dblp.org/pid/07/3368.html;Constantinos Bartzis, Tevfik Bultan;Automata-Based Representations for Arithmetic Constraints in Automated Verification.;282-288;2;https://dblp.org/pid/07/3368.html,https://dblp.org/pid/48/1067.html;10.1007/3-540-44977-9_30
CIAA;2001;Tevfik Bultan;https://dblp.org/pid/07/3368.html;Zhe Dang, Tevfik Bultan, Oscar H. Ibarra, Richard A. Kemmerer;Past Pushdown Timed Automata.;74-86;4;https://dblp.org/pid/07/3368.html,https://dblp.org/pid/51/5888.html,https://dblp.org/pid/i/OscarHIbarra.html,https://dblp.org/pid/k/RAKemmerer.html;10.1007/3-540-36390-4_7
CIAA;2003;Juhani Karhumäki;https://dblp.org/pid/k/JuhaniKarhumaki.html;Juhani Karhumäki;Automata on Words.;3-10;1;https://dblp.org/pid/k/JuhaniKarhumaki.html;10.1007/3-540-45089-0_2
