Name;Title;Co-Authors;Pagintation;Published in;LNCS-link;Abstract
Ramchandra Phawade;Kleene Theorems for Product Systems.;Kamal Lodaya, Madhavan Mukund;[<span itemprop="pagination">235-247</span>];[<meta content="2011" itemprop="datePublished"/>]
Andreas Malcher;Descriptional Complexity of Two-Way Pushdown Automata with Restricted Head Reversals.;Carlo Mereghetti, Beatrice Palano;[<span itemprop="pagination">248-260</span>];[<meta content="2011" itemprop="datePublished"/>]
Carlo Mereghetti;Descriptional Complexity of Two-Way Pushdown Automata with Restricted Head Reversals.;Andreas Malcher, Beatrice Palano;[<span itemprop="pagination">248-260</span>];[<meta content="2011" itemprop="datePublished"/>]
Beatrice Palano;Descriptional Complexity of Two-Way Pushdown Automata with Restricted Head Reversals.;Andreas Malcher, Carlo Mereghetti;[<span itemprop="pagination">248-260</span>];[<meta content="2011" itemprop="datePublished"/>]
Xiaoxue Piao;State Trade-Offs in Unranked Tree Automata.;Kai Salomaa;[<span itemprop="pagination">261-274</span>];[<meta content="2011" itemprop="datePublished"/>]
Kai Salomaa;State Trade-Offs in Unranked Tree Automata.;Xiaoxue Piao;[<span itemprop="pagination">261-274</span>];[<meta content="2011" itemprop="datePublished"/>]
Shankara Narayanan Krishna;None;Gabriel Ciobanu;[<span itemprop="pagination">275-288</span>];[<meta content="2011" itemprop="datePublished"/>]
Gabriel Ciobanu;None;Shankara Narayanan Krishna;[<span itemprop="pagination">275-288</span>];[<meta content="2011" itemprop="datePublished"/>]
Sherzod Turaev;Language Classes Generated by Tree Controlled Grammars with Bounded Nonterminal Complexity.;Jürgen Dassow, Mohd Hasan Selamat;[<span itemprop="pagination">289-300</span>];[<meta content="2011" itemprop="datePublished"/>]
Jürgen Dassow;Language Classes Generated by Tree Controlled Grammars with Bounded Nonterminal Complexity.;Sherzod Turaev, Mohd Hasan Selamat;[<span itemprop="pagination">289-300</span>];[<meta content="2011" itemprop="datePublished"/>]
Mohd Hasan Selamat;Language Classes Generated by Tree Controlled Grammars with Bounded Nonterminal Complexity.;Sherzod Turaev, Jürgen Dassow;[<span itemprop="pagination">289-300</span>];[<meta content="2011" itemprop="datePublished"/>]
Maris Valdats;Transition Function Complexity of Finite Automata.;;[<span itemprop="pagination">301-313</span>];[<meta content="2011" itemprop="datePublished"/>]
Jirí Wiedermann;Complexity of Nondeterministic Multitape Computations Based on Crossing Sequences.;;[<span itemprop="pagination">314-327</span>];[<meta content="2011" itemprop="datePublished"/>]
Helmut Jürgensen;Complexity, Information, Energy.;;[<span itemprop="pagination">7-11</span>];[<span itemprop="datePublished">2007</span>]
Carlo Mereghetti;The Descriptional Power of Sublogarithmic Resource Bounded Turing Machines.;;[<span itemprop="pagination">12-26</span>];[<span itemprop="datePublished">2007</span>]
Markus E. Nebel;Compact Descriptions for Efficient Algorithms.;;[<span itemprop="pagination">27-40</span>];[<span itemprop="datePublished">2007</span>]
Jirí Wiedermann;Wireless Parallel Computing and its Links to Descriptive Complexity.;Dana Pardubská;[<span itemprop="pagination">41-56</span>];[<span itemprop="datePublished">2007</span>]
Dana Pardubská;Wireless Parallel Computing and its Links to Descriptive Complexity.;Jirí Wiedermann;[<span itemprop="pagination">41-56</span>];[<span itemprop="datePublished">2007</span>]
Marco Almeida;Exact Generation of Minimal Acyclic Deterministic Finite Automata.;Nelma Moreira, Rogério Reis;[<span itemprop="pagination">57-68</span>];[<span itemprop="datePublished">2007</span>]
Nelma Moreira;Exact Generation of Minimal Acyclic Deterministic Finite Automata.;Marco Almeida, Rogério Reis;[<span itemprop="pagination">57-68</span>];[<span itemprop="datePublished">2007</span>]
Rogério Reis;Exact Generation of Minimal Acyclic Deterministic Finite Automata.;Marco Almeida, Nelma Moreira;[<span itemprop="pagination">57-68</span>];[<span itemprop="datePublished">2007</span>]
Rudolf Freund;CD Grammar Systems with Regular Start Conditions.;Marion Oswald;[<span itemprop="pagination">69-80</span>];[<span itemprop="datePublished">2007</span>]
Marion Oswald;CD Grammar Systems with Regular Start Conditions.;Rudolf Freund;[<span itemprop="pagination">69-80</span>];[<span itemprop="datePublished">2007</span>]
Martin Kutrib;Optimal Simulations of Weak Restarting Automata.;Jens Reimann;[<span itemprop="pagination">81-92</span>];[<span itemprop="datePublished">2007</span>]
Jens Reimann;Optimal Simulations of Weak Restarting Automata.;Martin Kutrib;[<span itemprop="pagination">81-92</span>];[<span itemprop="datePublished">2007</span>]
Remco Loos;Descriptional Complexity of Splicing Systems.;Andreas Malcher, Detlef Wotschke;[<span itemprop="pagination">93-104</span>];[<span itemprop="datePublished">2007</span>]
Andreas Malcher;Descriptional Complexity of Splicing Systems.;Remco Loos, Detlef Wotschke;[<span itemprop="pagination">93-104</span>];[<span itemprop="datePublished">2007</span>]
Detlef Wotschke;Descriptional Complexity of Splicing Systems.;Remco Loos, Andreas Malcher;[<span itemprop="pagination">93-104</span>];[<span itemprop="datePublished">2007</span>]
Taishin Y. Nishida;Descriptional Complexities of Grammars over Alphabets with Finite Parameters.;;[<span itemprop="pagination">105-116</span>];[<span itemprop="datePublished">2007</span>]
Beatrice Palano;A Regularity Condition for Context-Free Grammars.;;[<span itemprop="pagination">117-128</span>];[<span itemprop="datePublished">2007</span>]
Gheorghe Paun;Representations and Characterizations of Languages in Chomsky Hierarchy by Means of Insertion-Deletion Systems.;Mario J. Pérez-Jiménez, Takashi Yokomori;[<span itemprop="pagination">129-140</span>];[<span itemprop="datePublished">2007</span>]
Mario J. Pérez-Jiménez;Representations and Characterizations of Languages in Chomsky Hierarchy by Means of Insertion-Deletion Systems.;Gheorghe Paun, Takashi Yokomori;[<span itemprop="pagination">129-140</span>];[<span itemprop="datePublished">2007</span>]
Takashi Yokomori;Representations and Characterizations of Languages in Chomsky Hierarchy by Means of Insertion-Deletion Systems.;Gheorghe Paun, Mario J. Pérez-Jiménez;[<span itemprop="pagination">129-140</span>];[<span itemprop="datePublished">2007</span>]
Bianca Truthe;Remarks on Context-Free Parallel Communicating Grammar Systems Generating Crossed Agreements.;;[<span itemprop="pagination">141-152</span>];[<span itemprop="datePublished">2007</span>]
Kostyantyn Archangelsky;A New Measure of Descriptional Complexity of Languages and Formal Power Series: Compactness.;;[<span itemprop="pagination">153-161</span>];[<span itemprop="datePublished">2007</span>]
Jürgen Dassow;Nonterminal Complexity of Some Operations on Context-Free Languages.;Ralf Stiebe;[<span itemprop="pagination">162-169</span>];[<span itemprop="datePublished">2007</span>]
Ralf Stiebe;Nonterminal Complexity of Some Operations on Context-Free Languages.;Jürgen Dassow;[<span itemprop="pagination">162-169</span>];[<span itemprop="datePublished">2007</span>]
Tomás Masopust;Descriptional Complexity of Generalized Forbidding Grammars.;Alexander Meduna;[<span itemprop="pagination">170-177</span>];[<span itemprop="datePublished">2007</span>]
Alexander Meduna;Descriptional Complexity of Generalized Forbidding Grammars.;Tomás Masopust;[<span itemprop="pagination">170-177</span>];[<span itemprop="datePublished">2007</span>]
Alexander Meduna;Reduction of Scattered Context Generators of Sentences Preceded by Their Leftmost Parses.;Jirí Techet;[<span itemprop="pagination">178-185</span>];[<span itemprop="datePublished">2007</span>]
Jirí Techet;Reduction of Scattered Context Generators of Sentences Preceded by Their Leftmost Parses.;Alexander Meduna;[<span itemprop="pagination">178-185</span>];[<span itemprop="datePublished">2007</span>]
Piotr Faliszewski;The Consequences of Eliminating NP Solutions.;Lane A. Hemaspaandra;[<span itemprop="pagination">1-15</span>];[<span itemprop="datePublished">2006</span>]
Lane A. Hemaspaandra;The Consequences of Eliminating NP Solutions.;Piotr Faliszewski;[<span itemprop="pagination">1-15</span>];[<span itemprop="datePublished">2006</span>]
Vinod Chirayath;Measuring privacy loss in statistical databases.;Luc Longpré;[<span itemprop="pagination">16-25</span>];[<span itemprop="datePublished">2006</span>]
Luc Longpré;Measuring privacy loss in statistical databases.;Vinod Chirayath;[<span itemprop="pagination">16-25</span>];[<span itemprop="datePublished">2006</span>]
Andreas Malcher;Cellular Automata and Descriptional Complexity.;;[<span itemprop="pagination">26-40</span>];[<span itemprop="datePublished">2006</span>]
Jeffrey O. Shallit;New Directions in State Complexity.;;[<span itemprop="pagination">41-45</span>];[<span itemprop="datePublished">2006</span>]
Tanbir Ahmed;Parallel Composition of Finite State Activity Automata.;Gösta Grahne;[<span itemprop="pagination">46-57</span>];[<span itemprop="datePublished">2006</span>]
Gösta Grahne;Parallel Composition of Finite State Activity Automata.;Tanbir Ahmed;[<span itemprop="pagination">46-57</span>];[<span itemprop="datePublished">2006</span>]
Marco Almeida;Aspects of Enumeration and Generation with a String Automata Representation.;Nelma Moreira, Rogério Reis;[<span itemprop="pagination">58-69</span>];[<span itemprop="datePublished">2006</span>]
Nelma Moreira;Aspects of Enumeration and Generation with a String Automata Representation.;Marco Almeida, Rogério Reis;[<span itemprop="pagination">58-69</span>];[<span itemprop="datePublished">2006</span>]
Rogério Reis;Aspects of Enumeration and Generation with a String Automata Representation.;Marco Almeida, Nelma Moreira;[<span itemprop="pagination">58-69</span>];[<span itemprop="datePublished">2006</span>]
Franziska Biegler;Regulated RNA rewriting: modelling RNA editing with guided insertion.;Michael J. Burrell, Mark Daley;[<span itemprop="pagination">70-81</span>];[<span itemprop="datePublished">2006</span>]
Michael J. Burrell;Regulated RNA rewriting: modelling RNA editing with guided insertion.;Franziska Biegler, Mark Daley;[<span itemprop="pagination">70-81</span>];[<span itemprop="datePublished">2006</span>]
Mark Daley;Regulated RNA rewriting: modelling RNA editing with guided insertion.;Franziska Biegler, Michael J. Burrell;[<span itemprop="pagination">70-81</span>];[<span itemprop="datePublished">2006</span>]
Franziska Biegler;An Infinite Hierarchy Induced by Depth Synchronization.;Ian McQuillan, Kai Salomaa;[<span itemprop="pagination">82-93</span>];[<span itemprop="datePublished">2006</span>]
Ian McQuillan;An Infinite Hierarchy Induced by Depth Synchronization.;Franziska Biegler, Kai Salomaa;[<span itemprop="pagination">82-93</span>];[<span itemprop="datePublished">2006</span>]
Kai Salomaa;An Infinite Hierarchy Induced by Depth Synchronization.;Franziska Biegler, Ian McQuillan;[<span itemprop="pagination">82-93</span>];[<span itemprop="datePublished">2006</span>]
Haiming Chen;On Trace Languages Generated by (Small) Spiking Neural P Systems.;Mihai Ionescu, Andrei Paun, Gheorghe Paun, Bianca Popa;[<span itemprop="pagination">94-105</span>];[<span itemprop="datePublished">2006</span>]
Mihai Ionescu;On Trace Languages Generated by (Small) Spiking Neural P Systems.;Haiming Chen, Andrei Paun, Gheorghe Paun, Bianca Popa;[<span itemprop="pagination">94-105</span>];[<span itemprop="datePublished">2006</span>]
Andrei Paun;On Trace Languages Generated by (Small) Spiking Neural P Systems.;Haiming Chen, Mihai Ionescu, Gheorghe Paun, Bianca Popa;[<span itemprop="pagination">94-105</span>];[<span itemprop="datePublished">2006</span>]
Gheorghe Paun;On Trace Languages Generated by (Small) Spiking Neural P Systems.;Haiming Chen, Mihai Ionescu, Andrei Paun, Bianca Popa;[<span itemprop="pagination">94-105</span>];[<span itemprop="datePublished">2006</span>]
Bianca Popa;On Trace Languages Generated by (Small) Spiking Neural P Systems.;Haiming Chen, Mihai Ionescu, Andrei Paun, Gheorghe Paun;[<span itemprop="pagination">94-105</span>];[<span itemprop="datePublished">2006</span>]
Alessandra Cherubini;Recognizing Collapsing Words is co-NP-Complete.;Andrzej Kisielewicz;[<span itemprop="pagination">106-117</span>];[<span itemprop="datePublished">2006</span>]
Andrzej Kisielewicz;Recognizing Collapsing Words is co-NP-Complete.;Alessandra Cherubini;[<span itemprop="pagination">106-117</span>];[<span itemprop="datePublished">2006</span>]
Brendan J. Cordy;Regular Approximations of Non-Regular Languages.;Kai Salomaa;[<span itemprop="pagination">118-129</span>];[<span itemprop="datePublished">2006</span>]
Kai Salomaa;Regular Approximations of Non-Regular Languages.;Brendan J. Cordy;[<span itemprop="pagination">118-129</span>];[<span itemprop="datePublished">2006</span>]
Jürgen Dassow;On the Number of Active Symbols in Lindenmayer Systems.;György Vaszil;[<span itemprop="pagination">130-140</span>];[<span itemprop="datePublished">2006</span>]
György Vaszil;On the Number of Active Symbols in Lindenmayer Systems.;Jürgen Dassow;[<span itemprop="pagination">130-140</span>];[<span itemprop="datePublished">2006</span>]
Michael Domaratzki;Transition Complexity of Language Operations.;Kai Salomaa;[<span itemprop="pagination">141-152</span>];[<span itemprop="datePublished">2006</span>]
Kai Salomaa;Transition Complexity of Language Operations.;Michael Domaratzki;[<span itemprop="pagination">141-152</span>];[<span itemprop="datePublished">2006</span>]
Yuan Gao;State Complexity of Catenation and Reversal Combined with Star.;Kai Salomaa, Sheng Yu;[<span itemprop="pagination">153-164</span>];[<span itemprop="datePublished">2006</span>]
Kai Salomaa;State Complexity of Catenation and Reversal Combined with Star.;Yuan Gao, Sheng Yu;[<span itemprop="pagination">153-164</span>];[<span itemprop="datePublished">2006</span>]
Sheng Yu;State Complexity of Catenation and Reversal Combined with Star.;Yuan Gao, Kai Salomaa;[<span itemprop="pagination">153-164</span>];[<span itemprop="datePublished">2006</span>]
Yo-Sub Han;State Complexity of Prefix-Free Regular Languages.;Kai Salomaa, Derick Wood;[<span itemprop="pagination">165-176</span>];[<span itemprop="datePublished">2006</span>]
Kai Salomaa;State Complexity of Prefix-Free Regular Languages.;Yo-Sub Han, Derick Wood;[<span itemprop="pagination">165-176</span>];[<span itemprop="datePublished">2006</span>]
Derick Wood;State Complexity of Prefix-Free Regular Languages.;Yo-Sub Han, Kai Salomaa;[<span itemprop="pagination">165-176</span>];[<span itemprop="datePublished">2006</span>]
Markus Holzer;The Size of Higman-Haines Sets.;Martin Kutrib;[<span itemprop="pagination">177-187</span>];[<span itemprop="datePublished">2006</span>]
Martin Kutrib;The Size of Higman-Haines Sets.;Markus Holzer;[<span itemprop="pagination">177-187</span>];[<span itemprop="datePublished">2006</span>]
J. Kavitha;Descriptional Complexity of Alternating Finite Automata.;L. Jeganathan, G. Sethuraman;[<span itemprop="pagination">188-198</span>];[<span itemprop="datePublished">2006</span>]
L. Jeganathan;Descriptional Complexity of Alternating Finite Automata.;J. Kavitha, G. Sethuraman;[<span itemprop="pagination">188-198</span>];[<span itemprop="datePublished">2006</span>]
G. Sethuraman;Descriptional Complexity of Alternating Finite Automata.;J. Kavitha, L. Jeganathan;[<span itemprop="pagination">188-198</span>];[<span itemprop="datePublished">2006</span>]
Carlo Mereghetti;Quantum Automata for some Multiperiodic Languages.;Beatrice Palano;[<span itemprop="pagination">199-210</span>];[<span itemprop="datePublished">2006</span>]
Beatrice Palano;Quantum Automata for some Multiperiodic Languages.;Carlo Mereghetti;[<span itemprop="pagination">199-210</span>];[<span itemprop="datePublished">2006</span>]
Frank Nießner;A Complete Characterization of Deterministic Regular Liveness Properties.;Ulrich Ultes-Nitsche;[<span itemprop="pagination">211-222</span>];[<span itemprop="datePublished">2006</span>]
Ulrich Ultes-Nitsche;A Complete Characterization of Deterministic Regular Liveness Properties.;Frank Nießner;[<span itemprop="pagination">211-222</span>];[<span itemprop="datePublished">2006</span>]
Cezar Câmpeanu;Tight Bounds for the State Complexity of Deterministic Cover Automata.;Andrei Paun, Jason R. Smith;[<span itemprop="pagination">223-231</span>];[<span itemprop="datePublished">2006</span>]
Andrei Paun;Tight Bounds for the State Complexity of Deterministic Cover Automata.;Cezar Câmpeanu, Jason R. Smith;[<span itemprop="pagination">223-231</span>];[<span itemprop="datePublished">2006</span>]
Jason R. Smith;Tight Bounds for the State Complexity of Deterministic Cover Automata.;Cezar Câmpeanu, Andrei Paun;[<span itemprop="pagination">223-231</span>];[<span itemprop="datePublished">2006</span>]
Brian Cloteaux;Some Separation Results Between Classes of Pointer Algorithms.;Desh Ranjan;[<span itemprop="pagination">232-240</span>];[<span itemprop="datePublished">2006</span>]
Desh Ranjan;Some Separation Results Between Classes of Pointer Algorithms.;Brian Cloteaux;[<span itemprop="pagination">232-240</span>];[<span itemprop="datePublished">2006</span>]
Jürgen Dassow;On the Degree Complexity of Special Non-Context-Free Languages with Respect to PC Grammar Systems.;Bianca Truthe;[<span itemprop="pagination">241-249</span>];[<span itemprop="datePublished">2006</span>]
Bianca Truthe;On the Degree Complexity of Special Non-Context-Free Languages with Respect to PC Grammar Systems.;Jürgen Dassow;[<span itemprop="pagination">241-249</span>];[<span itemprop="datePublished">2006</span>]
Rudolf Freund;Special Variants of P Systems with One Catalyst in One Membrane.;;[<span itemprop="pagination">250-258</span>];[<span itemprop="datePublished">2006</span>]
Rudolf Freund;A Small Universal Antiport P System with Forbidden Context.;Marion Oswald;[<span itemprop="pagination">259-266</span>];[<span itemprop="datePublished">2006</span>]
Marion Oswald;A Small Universal Antiport P System with Forbidden Context.;Rudolf Freund;[<span itemprop="pagination">259-266</span>];[<span itemprop="datePublished">2006</span>]
Hermann Gruber;Results on the Average State and Transition Complexity of Finite Automata Accepting Finite Languages (Extended Abstract).;Markus Holzer;[<span itemprop="pagination">267-275</span>];[<span itemprop="datePublished">2006</span>]
Markus Holzer;Results on the Average State and Transition Complexity of Finite Automata Accepting Finite Languages (Extended Abstract).;Hermann Gruber;[<span itemprop="pagination">267-275</span>];[<span itemprop="datePublished">2006</span>]
Joachim Kupke;A Powerful Tool in Lower-Bounding Constantly Ambiguous Automata.;;[<span itemprop="pagination">276-284</span>];[<span itemprop="datePublished">2006</span>]
Przemyslaw Prusinkiewicz;L-systems in Geometric Modeling.;Mitra Shirmohammadi, Faramarz Samavati;[<span itemprop="pagination">3-14</span>];[<meta content="2010" itemprop="datePublished"/>]
Mitra Shirmohammadi;L-systems in Geometric Modeling.;Przemyslaw Prusinkiewicz, Faramarz Samavati;[<span itemprop="pagination">3-14</span>];[<meta content="2010" itemprop="datePublished"/>]
Faramarz Samavati;L-systems in Geometric Modeling.;Przemyslaw Prusinkiewicz, Mitra Shirmohammadi;[<span itemprop="pagination">3-14</span>];[<meta content="2010" itemprop="datePublished"/>]
Martin Kappes;Remembering Chandra Kintala.;Andreas Malcher, Detlef Wotschke;[<span itemprop="pagination">15-26</span>];[<meta content="2010" itemprop="datePublished"/>]
Andreas Malcher;Remembering Chandra Kintala.;Martin Kappes, Detlef Wotschke;[<span itemprop="pagination">15-26</span>];[<meta content="2010" itemprop="datePublished"/>]
Detlef Wotschke;Remembering Chandra Kintala.;Martin Kappes, Andreas Malcher;[<span itemprop="pagination">15-26</span>];[<meta content="2010" itemprop="datePublished"/>]
Janusz A. Brzozowski;On the Complexity of the Evaluation of Transient Extensions of Boolean Functions.;Baiyu Li, Yuli Ye;[<span itemprop="pagination">27-37</span>];[<meta content="2010" itemprop="datePublished"/>]
Baiyu Li;On the Complexity of the Evaluation of Transient Extensions of Boolean Functions.;Janusz A. Brzozowski, Yuli Ye;[<span itemprop="pagination">27-37</span>];[<meta content="2010" itemprop="datePublished"/>]
Yuli Ye;On the Complexity of the Evaluation of Transient Extensions of Boolean Functions.;Janusz A. Brzozowski, Baiyu Li;[<span itemprop="pagination">27-37</span>];[<meta content="2010" itemprop="datePublished"/>]
Cristian Calude;Finite-State Complexity and the Size of Transducers.;Kai Salomaa, Tania Roblot;[<span itemprop="pagination">38-47</span>];[<meta content="2010" itemprop="datePublished"/>]
Kai Salomaa;Finite-State Complexity and the Size of Transducers.;Cristian Calude, Tania Roblot;[<span itemprop="pagination">38-47</span>];[<meta content="2010" itemprop="datePublished"/>]
Tania Roblot;Finite-State Complexity and the Size of Transducers.;Cristian Calude, Kai Salomaa;[<span itemprop="pagination">38-47</span>];[<meta content="2010" itemprop="datePublished"/>]
Emilie Charlier;State Complexity of Testing Divisibility.;Narad Rampersad, Michel Rigo, Laurent Waxweiler;[<span itemprop="pagination">48-57</span>];[<meta content="2010" itemprop="datePublished"/>]
Narad Rampersad;State Complexity of Testing Divisibility.;Emilie Charlier, Michel Rigo, Laurent Waxweiler;[<span itemprop="pagination">48-57</span>];[<meta content="2010" itemprop="datePublished"/>]
Michel Rigo;State Complexity of Testing Divisibility.;Emilie Charlier, Narad Rampersad, Laurent Waxweiler;[<span itemprop="pagination">48-57</span>];[<meta content="2010" itemprop="datePublished"/>]
Laurent Waxweiler;State Complexity of Testing Divisibility.;Emilie Charlier, Narad Rampersad, Michel Rigo;[<span itemprop="pagination">48-57</span>];[<meta content="2010" itemprop="datePublished"/>]
Bo Cui;State Complexity of Catenation Combined with Star and Reversal.;Yuan Gao, Lila Kari, Sheng Yu;[<span itemprop="pagination">58-67</span>];[<meta content="2010" itemprop="datePublished"/>]
Yuan Gao;State Complexity of Catenation Combined with Star and Reversal.;Bo Cui, Lila Kari, Sheng Yu;[<span itemprop="pagination">58-67</span>];[<meta content="2010" itemprop="datePublished"/>]
Lila Kari;State Complexity of Catenation Combined with Star and Reversal.;Bo Cui, Yuan Gao, Sheng Yu;[<span itemprop="pagination">58-67</span>];[<meta content="2010" itemprop="datePublished"/>]
Sheng Yu;State Complexity of Catenation Combined with Star and Reversal.;Bo Cui, Yuan Gao, Lila Kari;[<span itemprop="pagination">58-67</span>];[<meta content="2010" itemprop="datePublished"/>]
Jürgen Dassow;Accepting Hybrid Networks of Evolutionary Processors with Special Topologies and Small Communication.;Florin Manea;[<span itemprop="pagination">68-77</span>];[<meta content="2010" itemprop="datePublished"/>]
Florin Manea;Accepting Hybrid Networks of Evolutionary Processors with Special Topologies and Small Communication.;Jürgen Dassow;[<span itemprop="pagination">68-77</span>];[<meta content="2010" itemprop="datePublished"/>]
Zoltán Ésik;Representing Small Ordinals by Finite Automata.;;[<span itemprop="pagination">78-87</span>];[<meta content="2010" itemprop="datePublished"/>]
Rudolf Freund;Graph-Controlled Insertion-Deletion Systems.;Marian Kogler, Yurii Rogozhin, Sergey Verlan;[<span itemprop="pagination">88-98</span>];[<meta content="2010" itemprop="datePublished"/>]
Marian Kogler;Graph-Controlled Insertion-Deletion Systems.;Rudolf Freund, Yurii Rogozhin, Sergey Verlan;[<span itemprop="pagination">88-98</span>];[<meta content="2010" itemprop="datePublished"/>]
Yurii Rogozhin;Graph-Controlled Insertion-Deletion Systems.;Rudolf Freund, Marian Kogler, Sergey Verlan;[<span itemprop="pagination">88-98</span>];[<meta content="2010" itemprop="datePublished"/>]
Sergey Verlan;Graph-Controlled Insertion-Deletion Systems.;Rudolf Freund, Marian Kogler, Yurii Rogozhin;[<span itemprop="pagination">88-98</span>];[<meta content="2010" itemprop="datePublished"/>]
Yuan Gao;Transition Complexity of Incomplete DFAs.;Kai Salomaa, Sheng Yu;[<span itemprop="pagination">99-109</span>];[<meta content="2010" itemprop="datePublished"/>]
Kai Salomaa;Transition Complexity of Incomplete DFAs.;Yuan Gao, Sheng Yu;[<span itemprop="pagination">99-109</span>];[<meta content="2010" itemprop="datePublished"/>]
Sheng Yu;Transition Complexity of Incomplete DFAs.;Yuan Gao, Kai Salomaa;[<span itemprop="pagination">99-109</span>];[<meta content="2010" itemprop="datePublished"/>]
Markus Holzer;The Magic Number Problem for Subregular Language Families.;Sebastian Jakobi, Martin Kutrib;[<span itemprop="pagination">110-119</span>];[<meta content="2010" itemprop="datePublished"/>]
Sebastian Jakobi;The Magic Number Problem for Subregular Language Families.;Markus Holzer, Martin Kutrib;[<span itemprop="pagination">110-119</span>];[<meta content="2010" itemprop="datePublished"/>]
Martin Kutrib;The Magic Number Problem for Subregular Language Families.;Markus Holzer, Sebastian Jakobi;[<span itemprop="pagination">110-119</span>];[<meta content="2010" itemprop="datePublished"/>]
Lila Kari;Ciliate Gene Unscrambling with Fewer Templates.;Afroza Rahman;[<span itemprop="pagination">120-129</span>];[<meta content="2010" itemprop="datePublished"/>]
Afroza Rahman;Ciliate Gene Unscrambling with Fewer Templates.;Lila Kari;[<span itemprop="pagination">120-129</span>];[<meta content="2010" itemprop="datePublished"/>]
Ondrej Klíma;Descriptional Complexity of the Languages KaL: Automata, Monoids and Varieties.;Libor Polák;[<span itemprop="pagination">130-138</span>];[<meta content="2010" itemprop="datePublished"/>]
Libor Polák;Descriptional Complexity of the Languages KaL: Automata, Monoids and Varieties.;Ondrej Klíma;[<span itemprop="pagination">130-138</span>];[<meta content="2010" itemprop="datePublished"/>]
Nelma Moreira;State Elimination Ordering Strategies: Some Experimental Results.;Davide Nabais, Rogério Reis;[<span itemprop="pagination">139-148</span>];[<meta content="2010" itemprop="datePublished"/>]
Davide Nabais;State Elimination Ordering Strategies: Some Experimental Results.;Nelma Moreira, Rogério Reis;[<span itemprop="pagination">139-148</span>];[<meta content="2010" itemprop="datePublished"/>]
Rogério Reis;State Elimination Ordering Strategies: Some Experimental Results.;Nelma Moreira, Davide Nabais;[<span itemprop="pagination">139-148</span>];[<meta content="2010" itemprop="datePublished"/>]
Xiaoxue Piao;Operational State Complexity of Deterministic Unranked Tree Automata.;Kai Salomaa;[<span itemprop="pagination">149-158</span>];[<meta content="2010" itemprop="datePublished"/>]
Kai Salomaa;Operational State Complexity of Deterministic Unranked Tree Automata.;Xiaoxue Piao;[<span itemprop="pagination">149-158</span>];[<meta content="2010" itemprop="datePublished"/>]
Xiaoxue Piao;Transformations Between Different Types of Unranked Bottom-Up Tree Automata.;Kai Salomaa;[<span itemprop="pagination">159-168</span>];[<meta content="2010" itemprop="datePublished"/>]
Kai Salomaa;Transformations Between Different Types of Unranked Bottom-Up Tree Automata.;Xiaoxue Piao;[<span itemprop="pagination">159-168</span>];[<meta content="2010" itemprop="datePublished"/>]
Ronny Polley;The Maximal Subword Complexity of Quasiperiodic Infinite Words.;Ludwig Staiger;[<span itemprop="pagination">169-176</span>];[<meta content="2010" itemprop="datePublished"/>]
Ludwig Staiger;The Maximal Subword Complexity of Quasiperiodic Infinite Words.;Ronny Polley;[<span itemprop="pagination">169-176</span>];[<meta content="2010" itemprop="datePublished"/>]
Bianca Truthe;On the Descriptional Complexity of Limited Propagating Lindenmayer Systems.;;[<span itemprop="pagination">177-188</span>];[<meta content="2010" itemprop="datePublished"/>]
Yo-Sub Han;Nondeterministic State Complexity for Suffix-Free Regular Languages.;Kai Salomaa;[<span itemprop="pagination">189-196</span>];[<meta content="2010" itemprop="datePublished"/>]
Kai Salomaa;Nondeterministic State Complexity for Suffix-Free Regular Languages.;Yo-Sub Han;[<span itemprop="pagination">189-196</span>];[<meta content="2010" itemprop="datePublished"/>]
Galina Jirásková;Complexity in Prefix-Free Regular Languages.;Monika Krausová;[<span itemprop="pagination">197-204</span>];[<meta content="2010" itemprop="datePublished"/>]
Monika Krausová;Complexity in Prefix-Free Regular Languages.;Galina Jirásková;[<span itemprop="pagination">197-204</span>];[<meta content="2010" itemprop="datePublished"/>]
Anna Kasprzik;Learning Residual Finite-State Automata Using Observation Tables.;;[<span itemprop="pagination">205-212</span>];[<meta content="2010" itemprop="datePublished"/>]
Alberto Bertoni;Some formal methods for analyzing quantum automata.;Carlo Mereghetti, Beatrice Palano;[<span itemprop="pagination">1-14</span>];[<span itemprop="datePublished">2005</span>]
Carlo Mereghetti;Some formal methods for analyzing quantum automata.;Alberto Bertoni, Beatrice Palano;[<span itemprop="pagination">1-14</span>];[<span itemprop="datePublished">2005</span>]
Beatrice Palano;Some formal methods for analyzing quantum automata.;Alberto Bertoni, Carlo Mereghetti;[<span itemprop="pagination">1-14</span>];[<span itemprop="datePublished">2005</span>]
Egon Börger;Using Abstract State Machines for the Description and the Analysis of Formal Systems.;;[<span itemprop="pagination">15-22</span>];[<span itemprop="datePublished">2005</span>]
Viliam Geffert;(Non)determinism and the Size of One-Way Finite Automata.;;[<span itemprop="pagination">23-37</span>];[<span itemprop="datePublished">2005</span>]
Juraj Hromkovic;Communication Complexity Method for Proving Lower Bounds on Descriptional Complexity in Automata and Formal Language Theory.;Georg Schnitger;[<span itemprop="pagination">38-38</span>];[<span itemprop="datePublished">2005</span>]
