Name;Title;Co-Authors;Pagintation;Published in;LNCS-link;Abstract
Namit Chaturvedi;None;Jörg Olschewski, Wolfgang Thomas;[<span itemprop="pagination">180-191</span>];[<meta content="2011" itemprop="datePublished"/>]
Jörg Olschewski;None;Namit Chaturvedi, Wolfgang Thomas;[<span itemprop="pagination">180-191</span>];[<meta content="2011" itemprop="datePublished"/>]
Wolfgang Thomas;None;Namit Chaturvedi, Jörg Olschewski;[<span itemprop="pagination">180-191</span>];[<meta content="2011" itemprop="datePublished"/>]
Volker Diekert;Solving Word Problems in Group Extensions over Infinite Words.;Alexei G. Myasnikov;[<span itemprop="pagination">192-203</span>];[<meta content="2011" itemprop="datePublished"/>]
Alexei G. Myasnikov;Solving Word Problems in Group Extensions over Infinite Words.;Volker Diekert;[<span itemprop="pagination">192-203</span>];[<meta content="2011" itemprop="datePublished"/>]
Michael Domaratzki;Abelian Primitive Words.;Narad Rampersad;[<span itemprop="pagination">204-215</span>];[<meta content="2011" itemprop="datePublished"/>]
Narad Rampersad;Abelian Primitive Words.;Michael Domaratzki;[<span itemprop="pagination">204-215</span>];[<meta content="2011" itemprop="datePublished"/>]
Zoltán Ésik;Scattered Context-Free Linear Orderings.;;[<span itemprop="pagination">216-227</span>];[<meta content="2011" itemprop="datePublished"/>]
Gabriele Fici;On Prefix Normal Words.;Zsuzsanna Lipták;[<span itemprop="pagination">228-238</span>];[<meta content="2011" itemprop="datePublished"/>]
Zsuzsanna Lipták;On Prefix Normal Words.;Gabriele Fici;[<span itemprop="pagination">228-238</span>];[<meta content="2011" itemprop="datePublished"/>]
Vladimir V. Gusev;On Non-complete Sets and Restivo's Conjecture.;Elena V. Pribavkina;[<span itemprop="pagination">239-250</span>];[<meta content="2011" itemprop="datePublished"/>]
Elena V. Pribavkina;On Non-complete Sets and Restivo's Conjecture.;Vladimir V. Gusev;[<span itemprop="pagination">239-250</span>];[<meta content="2011" itemprop="datePublished"/>]
Benjamin Hellouin de Menibus;Self-organization in Cellular Automata: A Particle-Based Approach.;Mathieu Sablik;[<span itemprop="pagination">251-263</span>];[<meta content="2011" itemprop="datePublished"/>]
Mathieu Sablik;Self-organization in Cellular Automata: A Particle-Based Approach.;Benjamin Hellouin de Menibus;[<span itemprop="pagination">251-263</span>];[<meta content="2011" itemprop="datePublished"/>]
Markus Holzer;Chop Operations and Expressions: Descriptional Complexity Considerations.;Sebastian Jakobi;[<span itemprop="pagination">264-275</span>];[<meta content="2011" itemprop="datePublished"/>]
Sebastian Jakobi;Chop Operations and Expressions: Descriptional Complexity Considerations.;Markus Holzer;[<span itemprop="pagination">264-275</span>];[<meta content="2011" itemprop="datePublished"/>]
Markus Holzer;Nodes Connected by Path Languages.;Martin Kutrib, Ursula Leiter;[<span itemprop="pagination">276-287</span>];[<meta content="2011" itemprop="datePublished"/>]
Martin Kutrib;Nodes Connected by Path Languages.;Markus Holzer, Ursula Leiter;[<span itemprop="pagination">276-287</span>];[<meta content="2011" itemprop="datePublished"/>]
Ursula Leiter;Nodes Connected by Path Languages.;Markus Holzer, Martin Kutrib;[<span itemprop="pagination">276-287</span>];[<meta content="2011" itemprop="datePublished"/>]
Norbert Hundeshagen;Characterizing the Regular Languages by Nonforgetting Restarting Automata.;Friedrich Otto;[<span itemprop="pagination">288-299</span>];[<meta content="2011" itemprop="datePublished"/>]
Friedrich Otto;Characterizing the Regular Languages by Nonforgetting Restarting Automata.;Norbert Hundeshagen;[<span itemprop="pagination">288-299</span>];[<meta content="2011" itemprop="datePublished"/>]
Oscar H. Ibarra;On Two-Way Transducers.;Hsu-Chun Yen;[<span itemprop="pagination">300-311</span>];[<meta content="2011" itemprop="datePublished"/>]
Hsu-Chun Yen;On Two-Way Transducers.;Oscar H. Ibarra;[<span itemprop="pagination">300-311</span>];[<meta content="2011" itemprop="datePublished"/>]
Juha Kortelainen;There Does Not Exist a Minimal Full Trio with Respect to Bounded Context-Free Languages.;Tuukka Salmi;[<span itemprop="pagination">312-323</span>];[<meta content="2011" itemprop="datePublished"/>]
Tuukka Salmi;There Does Not Exist a Minimal Full Trio with Respect to Bounded Context-Free Languages.;Juha Kortelainen;[<span itemprop="pagination">312-323</span>];[<meta content="2011" itemprop="datePublished"/>]
Michal Kunc;Describing Periodicity in Two-Way Deterministic Finite Automata Using Transformation Semigroups.;Alexander Okhotin;[<span itemprop="pagination">324-336</span>];[<meta content="2011" itemprop="datePublished"/>]
Alexander Okhotin;Describing Periodicity in Two-Way Deterministic Finite Automata Using Transformation Semigroups.;Michal Kunc;[<span itemprop="pagination">324-336</span>];[<meta content="2011" itemprop="datePublished"/>]
Florin Manea;Deciding Networks of Evolutionary Processors.;;[<span itemprop="pagination">337-349</span>];[<meta content="2011" itemprop="datePublished"/>]
Roberto Mantaci;From Linear Partitions to Parallelogram Polyominoes.;Paolo Massazza;[<span itemprop="pagination">350-361</span>];[<meta content="2011" itemprop="datePublished"/>]
Paolo Massazza;From Linear Partitions to Parallelogram Polyominoes.;Roberto Mantaci;[<span itemprop="pagination">350-361</span>];[<meta content="2011" itemprop="datePublished"/>]
Andrey N. Plyushchenko;None;Arseny M. Shur;[<span itemprop="pagination">362-373</span>];[<meta content="2011" itemprop="datePublished"/>]
Arseny M. Shur;None;Andrey N. Plyushchenko;[<span itemprop="pagination">362-373</span>];[<meta content="2011" itemprop="datePublished"/>]
Emanuele Rodaro;Never Minimal Automata and the Rainbow Bipartite Subgraph Problem.;Pedro V. Silva;[<span itemprop="pagination">374-385</span>];[<meta content="2011" itemprop="datePublished"/>]
Pedro V. Silva;Never Minimal Automata and the Rainbow Bipartite Subgraph Problem.;Emanuele Rodaro;[<span itemprop="pagination">374-385</span>];[<meta content="2011" itemprop="datePublished"/>]
Victor L. Selivanov;Boolean Algebras of Regular Languages.;Anton Konovalov;[<span itemprop="pagination">386-396</span>];[<meta content="2011" itemprop="datePublished"/>]
Anton Konovalov;Boolean Algebras of Regular Languages.;Victor L. Selivanov;[<span itemprop="pagination">386-396</span>];[<meta content="2011" itemprop="datePublished"/>]
Jeffrey O. Shallit;Fife's Theorem Revisited.;;[<span itemprop="pagination">397-405</span>];[<meta content="2011" itemprop="datePublished"/>]
Edita Pelantová;Infinite Words Rich and Almost Rich in Generalized Palindromes.;Stepán Starosta;[<span itemprop="pagination">406-416</span>];[<meta content="2011" itemprop="datePublished"/>]
Stepán Starosta;Infinite Words Rich and Almost Rich in Generalized Palindromes.;Edita Pelantová;[<span itemprop="pagination">406-416</span>];[<meta content="2011" itemprop="datePublished"/>]
Nuri Tasdemir;Models of Pushdown Automata with Reset.;A. C. Cem Say;[<span itemprop="pagination">417-428</span>];[<meta content="2011" itemprop="datePublished"/>]
A. C. Cem Say;Models of Pushdown Automata with Reset.;Nuri Tasdemir;[<span itemprop="pagination">417-428</span>];[<meta content="2011" itemprop="datePublished"/>]
Ryo Yoshinaka;Towards Dual Approaches for Learning Context-Free Grammars Based on Syntactic Concept Lattices.;;[<span itemprop="pagination">429-440</span>];[<meta content="2011" itemprop="datePublished"/>]
Narad Rampersad;On Highly Repetitive and Power Free Words.;Elise Vaslet;[<span itemprop="pagination">441-451</span>];[<meta content="2011" itemprop="datePublished"/>]
Elise Vaslet;On Highly Repetitive and Power Free Words.;Narad Rampersad;[<span itemprop="pagination">441-451</span>];[<meta content="2011" itemprop="datePublished"/>]
Georg Zetzsche;A Sufficient Condition for Erasing Productions to Be Avoidable.;;[<span itemprop="pagination">452-463</span>];[<meta content="2011" itemprop="datePublished"/>]
Daniela Battaglino;Encoding Centered Polyominoes by Means of a Regular Language.;Jean-Marc Fedou, Andrea Frosini, Simone Rinaldi;[<span itemprop="pagination">464-465</span>];[<meta content="2011" itemprop="datePublished"/>]
Jean-Marc Fedou;Encoding Centered Polyominoes by Means of a Regular Language.;Daniela Battaglino, Andrea Frosini, Simone Rinaldi;[<span itemprop="pagination">464-465</span>];[<meta content="2011" itemprop="datePublished"/>]
Andrea Frosini;Encoding Centered Polyominoes by Means of a Regular Language.;Daniela Battaglino, Jean-Marc Fedou, Simone Rinaldi;[<span itemprop="pagination">464-465</span>];[<meta content="2011" itemprop="datePublished"/>]
Simone Rinaldi;Encoding Centered Polyominoes by Means of a Regular Language.;Daniela Battaglino, Jean-Marc Fedou, Andrea Frosini;[<span itemprop="pagination">464-465</span>];[<meta content="2011" itemprop="datePublished"/>]
Jérôme Chandesris;Computational Aspects of Asynchronous Cellular Automata.;Alberto Dennunzio, Enrico Formenti, Luca Manzoni;[<span itemprop="pagination">466-468</span>];[<meta content="2011" itemprop="datePublished"/>]
Alberto Dennunzio;Computational Aspects of Asynchronous Cellular Automata.;Jérôme Chandesris, Enrico Formenti, Luca Manzoni;[<span itemprop="pagination">466-468</span>];[<meta content="2011" itemprop="datePublished"/>]
Enrico Formenti;Computational Aspects of Asynchronous Cellular Automata.;Jérôme Chandesris, Alberto Dennunzio, Luca Manzoni;[<span itemprop="pagination">466-468</span>];[<meta content="2011" itemprop="datePublished"/>]
Luca Manzoni;Computational Aspects of Asynchronous Cellular Automata.;Jérôme Chandesris, Alberto Dennunzio, Enrico Formenti;[<span itemprop="pagination">466-468</span>];[<meta content="2011" itemprop="datePublished"/>]
Alessandra Cherubini;Short 3-Collapsing Words over a 2-Letter Alphabet.;Achille Frigeri, Brunetto Piochi;[<span itemprop="pagination">469-471</span>];[<meta content="2011" itemprop="datePublished"/>]
Achille Frigeri;Short 3-Collapsing Words over a 2-Letter Alphabet.;Alessandra Cherubini, Brunetto Piochi;[<span itemprop="pagination">469-471</span>];[<meta content="2011" itemprop="datePublished"/>]
Brunetto Piochi;Short 3-Collapsing Words over a 2-Letter Alphabet.;Alessandra Cherubini, Achille Frigeri;[<span itemprop="pagination">469-471</span>];[<meta content="2011" itemprop="datePublished"/>]
Manfred Droste;A Cascade Decomposition of Weighted Finite Transition Systems.;Ingmar Meinecke, Branimir Seselja, Andreja Tepavcevic;[<span itemprop="pagination">472-473</span>];[<meta content="2011" itemprop="datePublished"/>]
Ingmar Meinecke;A Cascade Decomposition of Weighted Finite Transition Systems.;Manfred Droste, Branimir Seselja, Andreja Tepavcevic;[<span itemprop="pagination">472-473</span>];[<meta content="2011" itemprop="datePublished"/>]
Branimir Seselja;A Cascade Decomposition of Weighted Finite Transition Systems.;Manfred Droste, Ingmar Meinecke, Andreja Tepavcevic;[<span itemprop="pagination">472-473</span>];[<meta content="2011" itemprop="datePublished"/>]
Andreja Tepavcevic;A Cascade Decomposition of Weighted Finite Transition Systems.;Manfred Droste, Ingmar Meinecke, Branimir Seselja;[<span itemprop="pagination">472-473</span>];[<meta content="2011" itemprop="datePublished"/>]
Kaoru Fujioka;Morphic Characterizations in Terms of Insertion Systems with a Context of Length One.;;[<span itemprop="pagination">474-475</span>];[<meta content="2011" itemprop="datePublished"/>]
Anna Kasprzik;Inference of Residual Finite-State Tree Automata from Membership Queries and Finite Positive Data.;;[<span itemprop="pagination">476-477</span>];[<meta content="2011" itemprop="datePublished"/>]
Sergey Kitaev;On the Representability of Line Graphs.;Pavel Salimov, Christopher Severs, Henning Úlfarsson;[<span itemprop="pagination">478-479</span>];[<meta content="2011" itemprop="datePublished"/>]
Pavel Salimov;On the Representability of Line Graphs.;Sergey Kitaev, Christopher Severs, Henning Úlfarsson;[<span itemprop="pagination">478-479</span>];[<meta content="2011" itemprop="datePublished"/>]
Christopher Severs;On the Representability of Line Graphs.;Sergey Kitaev, Pavel Salimov, Henning Úlfarsson;[<span itemprop="pagination">478-479</span>];[<meta content="2011" itemprop="datePublished"/>]
Henning Úlfarsson;On the Representability of Line Graphs.;Sergey Kitaev, Pavel Salimov, Christopher Severs;[<span itemprop="pagination">478-479</span>];[<meta content="2011" itemprop="datePublished"/>]
Azaria Paz;Chaotic Evolution via Generalized Probabilistic Automata (Probabilistic Arrays).;Jack W. Carlyle;[<span itemprop="pagination">9-35</span>];[<span itemprop="datePublished">1997</span>]
Jack W. Carlyle;Chaotic Evolution via Generalized Probabilistic Automata (Probabilistic Arrays).;Azaria Paz;[<span itemprop="pagination">9-35</span>];[<span itemprop="datePublished">1997</span>]
Ferenc Gécseg;On complete sets of tree automata.;Balázs Imreh;[<span itemprop="pagination">37-47</span>];[<span itemprop="datePublished">1997</span>]
Balázs Imreh;On complete sets of tree automata.;Ferenc Gécseg;[<span itemprop="pagination">37-47</span>];[<span itemprop="datePublished">1997</span>]
Werner Kuich;Semirings: A basis for a mathematical automata and language theory.;;[<span itemprop="pagination">49-60</span>];[<span itemprop="datePublished">1997</span>]
Werner Kuich;Formal Power Series over Trees.;;[<span itemprop="pagination">61-101</span>];[<span itemprop="datePublished">1997</span>]
Juhani Karhumäki;A lower bound for a constant in Shallit's conjecture.;Wojciech Plandowski, Filippo Mignosi;[<span itemprop="pagination">103-118</span>];[<span itemprop="datePublished">1997</span>]
Wojciech Plandowski;A lower bound for a constant in Shallit's conjecture.;Juhani Karhumäki, Filippo Mignosi;[<span itemprop="pagination">103-118</span>];[<span itemprop="datePublished">1997</span>]
Filippo Mignosi;A lower bound for a constant in Shallit's conjecture.;Juhani Karhumäki, Wojciech Plandowski;[<span itemprop="pagination">103-118</span>];[<span itemprop="datePublished">1997</span>]
Sabrina Mantaci;Tree Codes and Equations.;Antonio Restivo;[<span itemprop="pagination">119-133</span>];[<span itemprop="datePublished">1997</span>]
Antonio Restivo;Tree Codes and Equations.;Sabrina Mantaci;[<span itemprop="pagination">119-133</span>];[<span itemprop="datePublished">1997</span>]
Maria Gabriella Castelli;Indecomposable prefix codes and prime trees.;Daniela Guaiana, Sabrina Mantaci;[<span itemprop="pagination">135-145</span>];[<span itemprop="datePublished">1997</span>]
Daniela Guaiana;Indecomposable prefix codes and prime trees.;Maria Gabriella Castelli, Sabrina Mantaci;[<span itemprop="pagination">135-145</span>];[<span itemprop="datePublished">1997</span>]
Sabrina Mantaci;Indecomposable prefix codes and prime trees.;Maria Gabriella Castelli, Daniela Guaiana;[<span itemprop="pagination">135-145</span>];[<span itemprop="datePublished">1997</span>]
Kazuo Iwama;Tight Bounds on the Number of States of DFA's That Are Equivalent to n-state NFA's.;Kazuya Takaki;[<span itemprop="pagination">147-154</span>];[<span itemprop="datePublished">1997</span>]
Kazuya Takaki;Tight Bounds on the Number of States of DFA's That Are Equivalent to n-state NFA's.;Kazuo Iwama;[<span itemprop="pagination">147-154</span>];[<span itemprop="datePublished">1997</span>]
Yoshimichi Watanabe;An Attribute Evaluation of One-Pass Attribute Grammars Using Value Estimate.;Takehiro Tokuda;[<span itemprop="pagination">155-165</span>];[<span itemprop="datePublished">1997</span>]
Takehiro Tokuda;An Attribute Evaluation of One-Pass Attribute Grammars Using Value Estimate.;Yoshimichi Watanabe;[<span itemprop="pagination">155-165</span>];[<span itemprop="datePublished">1997</span>]
Valtteri Niemi;Multiparty Computations with a Deck of Cards.;Ari Renvall;[<span itemprop="pagination">167-174</span>];[<span itemprop="datePublished">1997</span>]
Ari Renvall;Multiparty Computations with a Deck of Cards.;Valtteri Niemi;[<span itemprop="pagination">167-174</span>];[<span itemprop="datePublished">1997</span>]
Valeria Mihalache;Hybrid Parallel Communicating Grammar Systems.;;[<span itemprop="pagination">175-189</span>];[<span itemprop="datePublished">1997</span>]
Petr Jancar;Deleting Automata with a Restart Operation.;Frantisek Mráz, Martin Plátek, Martin Procházka, Jörg Vogel;[<span itemprop="pagination">191-202</span>];[<span itemprop="datePublished">1997</span>]
Frantisek Mráz;Deleting Automata with a Restart Operation.;Petr Jancar, Martin Plátek, Martin Procházka, Jörg Vogel;[<span itemprop="pagination">191-202</span>];[<span itemprop="datePublished">1997</span>]
Martin Plátek;Deleting Automata with a Restart Operation.;Petr Jancar, Frantisek Mráz, Martin Procházka, Jörg Vogel;[<span itemprop="pagination">191-202</span>];[<span itemprop="datePublished">1997</span>]
Martin Procházka;Deleting Automata with a Restart Operation.;Petr Jancar, Frantisek Mráz, Martin Plátek, Jörg Vogel;[<span itemprop="pagination">191-202</span>];[<span itemprop="datePublished">1997</span>]
Jörg Vogel;Deleting Automata with a Restart Operation.;Petr Jancar, Frantisek Mráz, Martin Plátek, Martin Procházka;[<span itemprop="pagination">191-202</span>];[<span itemprop="datePublished">1997</span>]
Mika Hirvensalo;The Reversibility in Quantum Computation Theory.;;[<span itemprop="pagination">203-210</span>];[<span itemprop="datePublished">1997</span>]
Julien Cassaigne;Sequences with grouped factors.;;[<span itemprop="pagination">211-222</span>];[<span itemprop="datePublished">1997</span>]
Daisuke Ikeda;On the Complexity of Languages Definable by Hereditary Elementary Formal Systems.;Hiroki Arimura;[<span itemprop="pagination">223-235</span>];[<span itemprop="datePublished">1997</span>]
Hiroki Arimura;On the Complexity of Languages Definable by Hereditary Elementary Formal Systems.;Daisuke Ikeda;[<span itemprop="pagination">223-235</span>];[<span itemprop="datePublished">1997</span>]
Frank Nießner;Deterministic omega-regular liveness properties.;Ulrich Nitsche, Peter Ochsenschläger;[<span itemprop="pagination">237-248</span>];[<span itemprop="datePublished">1997</span>]
Ulrich Nitsche;Deterministic omega-regular liveness properties.;Frank Nießner, Peter Ochsenschläger;[<span itemprop="pagination">237-248</span>];[<span itemprop="datePublished">1997</span>]
Peter Ochsenschläger;Deterministic omega-regular liveness properties.;Frank Nießner, Ulrich Nitsche;[<span itemprop="pagination">237-248</span>];[<span itemprop="datePublished">1997</span>]
Henning Fernau;How Powerful is Unconditional Transfer? - When UT meets AC.;Frank Stephan;[<span itemprop="pagination">249-260</span>];[<span itemprop="datePublished">1997</span>]
Frank Stephan;How Powerful is Unconditional Transfer? - When UT meets AC.;Henning Fernau;[<span itemprop="pagination">249-260</span>];[<span itemprop="datePublished">1997</span>]
Henning Fernau;Bounding resources in Cooperating Distributed Grammar Systems.;Markus Holzer, Rudolf Freund;[<span itemprop="pagination">261-272</span>];[<span itemprop="datePublished">1997</span>]
Markus Holzer;Bounding resources in Cooperating Distributed Grammar Systems.;Henning Fernau, Rudolf Freund;[<span itemprop="pagination">261-272</span>];[<span itemprop="datePublished">1997</span>]
Rudolf Freund;Bounding resources in Cooperating Distributed Grammar Systems.;Henning Fernau, Markus Holzer;[<span itemprop="pagination">261-272</span>];[<span itemprop="datePublished">1997</span>]
Igor Litovsky;On a Binary Zigzag Operation.;Bruno Patrou;[<span itemprop="pagination">273-289</span>];[<span itemprop="datePublished">1997</span>]
Bruno Patrou;On a Binary Zigzag Operation.;Igor Litovsky;[<span itemprop="pagination">273-289</span>];[<span itemprop="datePublished">1997</span>]
Symeon Bozapalidis;Mezei-Wright Theory on N-Subsets of an Algebra.;;[<span itemprop="pagination">291-298</span>];[<span itemprop="datePublished">1997</span>]
Sandrine Julia;A characteristic language for rational omega-power.;;[<span itemprop="pagination">299-308</span>];[<span itemprop="datePublished">1997</span>]
Gheorghe Paun;Two-Level Distributed H Systems.;;[<span itemprop="pagination">309-327</span>];[<span itemprop="datePublished">1997</span>]
Frantisek Mráz;Deleting Automata with a Restart Operation and Marcus Grammars.;Martin Plátek, Martin Procházka;[<span itemprop="pagination">329-342</span>];[<span itemprop="datePublished">1997</span>]
Martin Plátek;Deleting Automata with a Restart Operation and Marcus Grammars.;Frantisek Mráz, Martin Procházka;[<span itemprop="pagination">329-342</span>];[<span itemprop="datePublished">1997</span>]
Martin Procházka;Deleting Automata with a Restart Operation and Marcus Grammars.;Frantisek Mráz, Martin Plátek;[<span itemprop="pagination">329-342</span>];[<span itemprop="datePublished">1997</span>]
Mikhail Moshkov;Complexity of Deterministic and Nondeterministic Decision Trees for Regular Language Word Recognition.;;[<span itemprop="pagination">343-349</span>];[<span itemprop="datePublished">1997</span>]
Alexandru Mateescu;Decidability of fairness for context-free languages.;Kai Salomaa, Sheng Yu;[<span itemprop="pagination">351-364</span>];[<span itemprop="datePublished">1997</span>]
Kai Salomaa;Decidability of fairness for context-free languages.;Alexandru Mateescu, Sheng Yu;[<span itemprop="pagination">351-364</span>];[<span itemprop="datePublished">1997</span>]
Sheng Yu;Decidability of fairness for context-free languages.;Alexandru Mateescu, Kai Salomaa;[<span itemprop="pagination">351-364</span>];[<span itemprop="datePublished">1997</span>]
Thomas Buchholz;On the power of one-way bounded cellular time computers.;Martin Kutrib;[<span itemprop="pagination">365-375</span>];[<span itemprop="datePublished">1997</span>]
Martin Kutrib;On the power of one-way bounded cellular time computers.;Thomas Buchholz;[<span itemprop="pagination">365-375</span>];[<span itemprop="datePublished">1997</span>]
Markus Seemann;Multiple-limited ET0L Systems.;;[<span itemprop="pagination">377-385</span>];[<span itemprop="datePublished">1997</span>]
Manfred Kudlek;Mix Operation with Catenation and Shuffle.;;[<span itemprop="pagination">387-398</span>];[<span itemprop="datePublished">1997</span>]
Lucian Ilie;Remarks on Well Quasi Orders of Words.;;[<span itemprop="pagination">399-409</span>];[<span itemprop="datePublished">1997</span>]
N. Gnanamalar David;Learning String Adjunct and Tree Adjunct Languages.;J. D. Emerald, K. G. Subramanian;[<span itemprop="pagination">411-427</span>];[<span itemprop="datePublished">1997</span>]
J. D. Emerald;Learning String Adjunct and Tree Adjunct Languages.;N. Gnanamalar David, K. G. Subramanian;[<span itemprop="pagination">411-427</span>];[<span itemprop="datePublished">1997</span>]
K. G. Subramanian;Learning String Adjunct and Tree Adjunct Languages.;N. Gnanamalar David, J. D. Emerald;[<span itemprop="pagination">411-427</span>];[<span itemprop="datePublished">1997</span>]
Jürgen Dassow;Point mutations in context-free languages.;Victor Mitrana, Gheorghe Paun;[<span itemprop="pagination">429-446</span>];[<span itemprop="datePublished">1997</span>]
Victor Mitrana;Point mutations in context-free languages.;Jürgen Dassow, Gheorghe Paun;[<span itemprop="pagination">429-446</span>];[<span itemprop="datePublished">1997</span>]
Gheorghe Paun;Point mutations in context-free languages.;Jürgen Dassow, Victor Mitrana;[<span itemprop="pagination">429-446</span>];[<span itemprop="datePublished">1997</span>]
George Rahonis;Hierarchies of synchronized and algebraic forests.;Kai Salomaa;[<span itemprop="pagination">447-460</span>];[<span itemprop="datePublished">1997</span>]
Kai Salomaa;Hierarchies of synchronized and algebraic forests.;George Rahonis;[<span itemprop="pagination">447-460</span>];[<span itemprop="datePublished">1997</span>]
Ferucio Laurentiu Tiplea;Jumping Petri Nets - Specific Properties.;Erkki Mäkinen;[<span itemprop="pagination">461-476</span>];[<span itemprop="datePublished">1997</span>]
Erkki Mäkinen;Jumping Petri Nets - Specific Properties.;Ferucio Laurentiu Tiplea;[<span itemprop="pagination">461-476</span>];[<span itemprop="datePublished">1997</span>]
Jürgen Dassow;Some Remarks on Extended Reular Languages.;;[<span itemprop="pagination">477-488</span>];[<span itemprop="datePublished">1997</span>]
Alexandru Mateescu;Infinite trajectories.;George Daniel Mateescu;[<span itemprop="pagination">489-505</span>];[<span itemprop="datePublished">1997</span>]
George Daniel Mateescu;Infinite trajectories.;Alexandru Mateescu;[<span itemprop="pagination">489-505</span>];[<span itemprop="datePublished">1997</span>]
Andreas Neumann;Unambiguity of SGML Content Models - Pushdown Automata Revisited.;;[<span itemprop="pagination">507-518</span>];[<span itemprop="datePublished">1997</span>]
Cristian S. Calude;Deterministic Automata: Simulation, Universality and Minimality. Extended Abstract.;Elena Calude, Bakhadyr Khoussainov;[<span itemprop="pagination">519-537</span>];[<span itemprop="datePublished">1997</span>]
Elena Calude;Deterministic Automata: Simulation, Universality and Minimality. Extended Abstract.;Cristian S. Calude, Bakhadyr Khoussainov;[<span itemprop="pagination">519-537</span>];[<span itemprop="datePublished">1997</span>]
Bakhadyr Khoussainov;Deterministic Automata: Simulation, Universality and Minimality. Extended Abstract.;Cristian S. Calude, Elena Calude;[<span itemprop="pagination">519-537</span>];[<span itemprop="datePublished">1997</span>]
Despina Polemi;An Algebraic-Geometric Public Key Cryptosystem.;;[<span itemprop="pagination">521-528</span>];[<span itemprop="datePublished">1997</span>]
Iliana Raeva;Semantic Interpretation of Ambiguous Statements, Represented in a Logical Form.;;[<span itemprop="pagination">529-537</span>];[<span itemprop="datePublished">1997</span>]
L. P. Zhiltsova;An Optimal Coding for Stochastic Context-Free Languages with Unique Derivation.;;[<span itemprop="pagination">539-550</span>];[<span itemprop="datePublished">1997</span>]
Takehiro Tokuda;Deterministic Reconstruction of Context-Free Derivations for a Sentence with Shuffled Terminal Symbols.;Kouji Yamamoto, Yoshimichi Watanabe;[<span itemprop="pagination">551-558</span>];[<span itemprop="datePublished">1997</span>]
Kouji Yamamoto;Deterministic Reconstruction of Context-Free Derivations for a Sentence with Shuffled Terminal Symbols.;Takehiro Tokuda, Yoshimichi Watanabe;[<span itemprop="pagination">551-558</span>];[<span itemprop="datePublished">1997</span>]
Yoshimichi Watanabe;Deterministic Reconstruction of Context-Free Derivations for a Sentence with Shuffled Terminal Symbols.;Takehiro Tokuda, Kouji Yamamoto;[<span itemprop="pagination">551-558</span>];[<span itemprop="datePublished">1997</span>]
Tsetska G. Raskova;Recursive Constructions in the Theory of P.I. Algebras.;Peter I. Rashkov;[<span itemprop="pagination">559-566</span>];[<span itemprop="datePublished">1997</span>]
Peter I. Rashkov;Recursive Constructions in the Theory of P.I. Algebras.;Tsetska G. Raskova;[<span itemprop="pagination">559-566</span>];[<span itemprop="datePublished">1997</span>]
Yury N. Kur'erov;Resolution-Similar Graph Grammars.;;[<span itemprop="pagination">567-577</span>];[<span itemprop="datePublished">1997</span>]
Petros S. Stefaneas;Chartering first order logic.;;[<span itemprop="pagination">579-592</span>];[<span itemprop="datePublished">1997</span>]
Andrzej Ehrenfeucht;Reaction Systems: A Model of Computation Inspired by Biochemistry.;Grzegorz Rozenberg;[<span itemprop="pagination">1-3</span>];[<meta content="2010" itemprop="datePublished"/>]
Grzegorz Rozenberg;Reaction Systems: A Model of Computation Inspired by Biochemistry.;Andrzej Ehrenfeucht;[<span itemprop="pagination">1-3</span>];[<meta content="2010" itemprop="datePublished"/>]
Dora Giammarresi;A Brief Excursion Inside the Class of Tiling Recognizable Two-Dimensional Languages.;;[<span itemprop="pagination">4-15</span>];[<meta content="2010" itemprop="datePublished"/>]
Markus Holzer;The Complexity of Regular(-Like) Expressions.;Martin Kutrib;[<span itemprop="pagination">16-30</span>];[<meta content="2010" itemprop="datePublished"/>]
Martin Kutrib;The Complexity of Regular(-Like) Expressions.;Markus Holzer;[<span itemprop="pagination">16-30</span>];[<meta content="2010" itemprop="datePublished"/>]
Oscar H. Ibarra;On Decision Problems for Simple and Parameterized Machines.;;[<span itemprop="pagination">31</span>];[<meta content="2010" itemprop="datePublished"/>]
Lila Kari;DNA Computing and Its Implications for Theoretical Computer Science.;;[<span itemprop="pagination">32</span>];[<meta content="2010" itemprop="datePublished"/>]
Michel Rigo;Numeration Systems: A Link between Number Theory and Formal Language Theory.;;[<span itemprop="pagination">33-53</span>];[<meta content="2010" itemprop="datePublished"/>]
Suna Bensch;Algorithmic Properties of Millstream Systems.;Henrik Björklund, Frank Drewes;[<span itemprop="pagination">54-65</span>];[<meta content="2010" itemprop="datePublished"/>]
Henrik Björklund;Algorithmic Properties of Millstream Systems.;Suna Bensch, Frank Drewes;[<span itemprop="pagination">54-65</span>];[<meta content="2010" itemprop="datePublished"/>]
Frank Drewes;Algorithmic Properties of Millstream Systems.;Suna Bensch, Henrik Björklund;[<span itemprop="pagination">54-65</span>];[<meta content="2010" itemprop="datePublished"/>]
Mikhail V. Berlinkov;On a Conjecture by Carpi and D'Alessandro.;;[<span itemprop="pagination">66-75</span>];[<meta content="2010" itemprop="datePublished"/>]
Mouhebeddine Berrima;Linking Algebraic Observational Equivalence and Bisimulation.;Narjes Ben Rajeb;[<span itemprop="pagination">76-87</span>];[<meta content="2010" itemprop="datePublished"/>]
