Key;Author-Key;Author;Author-URL;Title;Co-Authors;Co-Author-URLs;Pagination;Year;Venue
42139;10;Cyril Allauzen;https://dblp.uni-trier.de/pid/85/2685.html;p-Subsequentiable Transducers.;Cyril Allauzen, Mehryar Mohri;['https://dblp.uni-trier.de/pid/03/5448.html'];24-34;2002;CIAA
42146;518;Satoru Miyamoto;https://dblp.uni-trier.de/pid/02/6397.html;Ternary Directed Acyclic Word Graphs.;Satoru Miyamoto, Shunsuke Inenaga, Masayuki Takeda, Ayumi Shinohara;['https://dblp.uni-trier.de/pid/88/1129.html', 'https://dblp.uni-trier.de/pid/35/1544.html', 'https://dblp.uni-trier.de/pid/s/AyumiShinohara.html'];120-130;2003;CIAA
42221;324;Jan Strejcek;https://dblp.uni-trier.de/pid/37/1716.html;Deeper Connections Between LTL and Alternating Automata.;Radek Pelánek, Jan Strejcek;['https://dblp.uni-trier.de/pid/23/6970.html'];238-249;2005;CIAA
42244;774;Norbert Hundeshagen;https://dblp.uni-trier.de/pid/27/9125.html;Transductions Computed by PC-Systems of Monotone Deterministic Restarting Automata.;Norbert Hundeshagen, Friedrich Otto, Marcel Vollweiler;['https://dblp.uni-trier.de/pid/03/67.html', 'https://dblp.uni-trier.de/pid/57/9125.html'];163-172;2010;CIAA
42245;261;Jae-Hee Ahn;https://dblp.uni-trier.de/pid/88/7174.html;Implementation of State Elimination Using Heuristics.;Jae-Hee Ahn, Yo-Sub Han;['https://dblp.uni-trier.de/pid/h/YoSubHan.html'];178-187;2009;CIAA
42281;631;Andreas Krebs;https://dblp.uni-trier.de/pid/35/4442.html;Problems on Finite Automata and the Exponential Time Hypothesis.;Henning Fernau, Andreas Krebs;['https://dblp.uni-trier.de/pid/f/HenningFernau.html'];89-100;2016;CIAA
42360;47;Martin Kutrib;https://dblp.uni-trier.de/pid/k/MartinKutrib.html;Syntax Checking Either Way.;Martin Kutrib, Uwe Meyer;['https://dblp.uni-trier.de/pid/70/6536-3.html'];128-139;2022;CIAA
42361;47;Martin Kutrib;https://dblp.uni-trier.de/pid/k/MartinKutrib.html;On the Power of Pushing or Stationary Moves for Input-Driven Pushdown Automata.;Martin Kutrib, Andreas Malcher, Matthias Wendlandt;['https://dblp.uni-trier.de/pid/58/2201.html', 'https://dblp.uni-trier.de/pid/55/10307.html'];140-151;2022;CIAA
42377;47;Martin Kutrib;https://dblp.uni-trier.de/pid/k/MartinKutrib.html;Boolean Kernels of Context-Free Languages.;Martin Kutrib, Luca Prigioniero;['https://dblp.uni-trier.de/pid/182/9958.html'];152-164;2021;CIAA
42403;47;Martin Kutrib;https://dblp.uni-trier.de/pid/k/MartinKutrib.html;Input-Driven Multi-counter Automata.;Martin Kutrib, Andreas Malcher, Matthias Wendlandt;['https://dblp.uni-trier.de/pid/58/2201.html', 'https://dblp.uni-trier.de/pid/55/10307.html'];197-208;2019;CIAA
42414;47;Martin Kutrib;https://dblp.uni-trier.de/pid/k/MartinKutrib.html;Boosting Pushdown and Queue Machines by Preprocessing.;Martin Kutrib, Andreas Malcher, Matthias Wendlandt;['https://dblp.uni-trier.de/pid/58/2201.html', 'https://dblp.uni-trier.de/pid/55/10307.html'];28-40;2018;CIAA
42415;47;Martin Kutrib;https://dblp.uni-trier.de/pid/k/MartinKutrib.html;Parametrizing String Assembling Systems.;Martin Kutrib, Matthias Wendlandt;['https://dblp.uni-trier.de/pid/55/10307.html'];236-247;2018;CIAA
42435;47;Martin Kutrib;https://dblp.uni-trier.de/pid/k/MartinKutrib.html;Transducing Reversibly with Finite State Machines.;Martin Kutrib, Andreas Malcher, Matthias Wendlandt;['https://dblp.uni-trier.de/pid/58/2201.html', 'https://dblp.uni-trier.de/pid/55/10307.html'];151-162;2017;CIAA
42451;47;Martin Kutrib;https://dblp.uni-trier.de/pid/k/MartinKutrib.html;The Degree of Irreversibility in Deterministic Finite Automata.;Holger Bock Axelsen, Markus Holzer, Martin Kutrib;['https://dblp.uni-trier.de/pid/42/2723.html', 'https://dblp.uni-trier.de/pid/h/MarkusHolzer1.html'];15-26;2016;CIAA
42452;47;Martin Kutrib;https://dblp.uni-trier.de/pid/k/MartinKutrib.html;Deterministic Stack Transducers.;Suna Bensch, Johanna Björklund, Martin Kutrib;['https://dblp.uni-trier.de/pid/84/2622.html', 'https://dblp.uni-trier.de/pid/75/5525.html'];27-38;2016;CIAA
42465;47;Martin Kutrib;https://dblp.uni-trier.de/pid/k/MartinKutrib.html;Expressive Capacity of Concatenation Freeness.;Martin Kutrib, Matthias Wendlandt;['https://dblp.uni-trier.de/pid/55/10307.html'];199-210;2015;CIAA
42495;47;Martin Kutrib;https://dblp.uni-trier.de/pid/k/MartinKutrib.html;Input-Driven Queue Automata: Finite Turns, Decidability, and Closure Properties.;Martin Kutrib, Andreas Malcher, Carlo Mereghetti, Beatrice Palano, Matthias Wendlandt;['https://dblp.uni-trier.de/pid/58/2201.html', 'https://dblp.uni-trier.de/pid/96/438.html', 'https://dblp.uni-trier.de/pid/97/5115.html', 'https://dblp.uni-trier.de/pid/55/10307.html'];232-243;2013;CIAA
42513;47;Martin Kutrib;https://dblp.uni-trier.de/pid/k/MartinKutrib.html;On the Descriptional Complexity of the Window Size for Deterministic Restarting Automata.;Martin Kutrib, Friedrich Otto;['https://dblp.uni-trier.de/pid/03/67.html'];253-264;2012;CIAA
42531;47;Martin Kutrib;https://dblp.uni-trier.de/pid/k/MartinKutrib.html;Gaining Power by Input Operations: Finite Automata and Beyond.;Markus Holzer, Martin Kutrib;['https://dblp.uni-trier.de/pid/h/MarkusHolzer1.html'];16-29;2011;CIAA
42532;47;Martin Kutrib;https://dblp.uni-trier.de/pid/k/MartinKutrib.html;Nondeterministic State Complexity of Star-Free Languages.;Markus Holzer, Martin Kutrib, Katja Meckel;['https://dblp.uni-trier.de/pid/h/MarkusHolzer1.html', 'https://dblp.uni-trier.de/pid/70/9958.html'];178-189;2011;CIAA
42548;47;Martin Kutrib;https://dblp.uni-trier.de/pid/k/MartinKutrib.html;Two-Party Watson-Crick Computations.;Martin Kutrib, Andreas Malcher;['https://dblp.uni-trier.de/pid/58/2201.html'];191-200;2010;CIAA
42562;47;Martin Kutrib;https://dblp.uni-trier.de/pid/k/MartinKutrib.html;Cellular Automata with Sparse Communication.;Martin Kutrib, Andreas Malcher;['https://dblp.uni-trier.de/pid/58/2201.html'];34-43;2009;CIAA
42579;47;Martin Kutrib;https://dblp.uni-trier.de/pid/k/MartinKutrib.html;Nondeterministic Finite Automata-Recent Results on the Descriptional and Computational Complexity.;Markus Holzer, Martin Kutrib;['https://dblp.uni-trier.de/pid/h/MarkusHolzer1.html'];1-16;2008;CIAA
42596;47;Martin Kutrib;https://dblp.uni-trier.de/pid/k/MartinKutrib.html;Regulated Nondeterminism in Pushdown Automata.;Martin Kutrib, Andreas Malcher, Larissa Werlein;['https://dblp.uni-trier.de/pid/58/2201.html', 'https://dblp.uni-trier.de/pid/07/2826.html'];85-96;2007;CIAA
42602;47;Martin Kutrib;https://dblp.uni-trier.de/pid/k/MartinKutrib.html;Hybrid Extended Finite Automata.;Henning Bordihn, Markus Holzer, Martin Kutrib;['https://dblp.uni-trier.de/pid/49/1455.html', 'https://dblp.uni-trier.de/pid/h/MarkusHolzer1.html'];34-45;2006;CIAA
42616;47;Martin Kutrib;https://dblp.uni-trier.de/pid/k/MartinKutrib.html;Some Non-semi-decidability Problems for Linear and Deterministic Context-Free Languages.;Henning Bordihn, Markus Holzer, Martin Kutrib;['https://dblp.uni-trier.de/pid/49/1455.html', 'https://dblp.uni-trier.de/pid/h/MarkusHolzer1.html'];68-79;2004;CIAA
42633;47;Martin Kutrib;https://dblp.uni-trier.de/pid/k/MartinKutrib.html;State Complexity of Basic Operations on Nondeterministic Finite Automata.;Markus Holzer, Martin Kutrib;['https://dblp.uni-trier.de/pid/h/MarkusHolzer1.html'];148-157;2002;CIAA
42638;47;Martin Kutrib;https://dblp.uni-trier.de/pid/k/MartinKutrib.html;Improving Raster Image Run-Length Encoding Using Data Order.;Markus Holzer, Martin Kutrib;['https://dblp.uni-trier.de/pid/h/MarkusHolzer1.html'];161-176;2001;CIAA
42677;723;Ashish Rastogi;https://dblp.uni-trier.de/pid/59/1067.html;On the Computation of Some Standard Distances Between Probabilistic Automata.;Corinna Cortes, Mehryar Mohri, Ashish Rastogi;['https://dblp.uni-trier.de/pid/77/5783.html', 'https://dblp.uni-trier.de/pid/03/5448.html'];137-149;2006;CIAA
42678;689;Jan Skryja;https://dblp.uni-trier.de/pid/73/3804.html;On the Size of Deterministic Finite Automata.;Borivoj Melichar, Jan Skryja;['https://dblp.uni-trier.de/pid/78/5300.html'];202-213;2001;CIAA
42692;373;Géraud Sénizergues;https://dblp.uni-trier.de/pid/38/4510.html;LALBLC A Program Testing the Equivalence of dpda's.;Patrick Henry, Géraud Sénizergues;['https://dblp.uni-trier.de/pid/10/4341.html'];169-180;2013;CIAA
42760;666;Indhumathi Raman;https://dblp.uni-trier.de/pid/154/8959.html;Computational Completeness of Path-Structured Graph-Controlled Insertion-Deletion Systems.;Henning Fernau, Lakshmanan Kuppusamy, Indhumathi Raman;['https://dblp.uni-trier.de/pid/f/HenningFernau.html', 'https://dblp.uni-trier.de/pid/82/730.html'];89-100;2017;CIAA
42825;236;Marinella Sciortino;https://dblp.uni-trier.de/pid/86/6093.html;Nondeterministic Moore Automata and Brzozowski's Algorithm.;Giusi Castiglione, Antonio Restivo, Marinella Sciortino;['https://dblp.uni-trier.de/pid/g/GiusiCastiglione.html', 'https://dblp.uni-trier.de/pid/05/2717.html'];88-99;2011;CIAA
42827;236;Marinella Sciortino;https://dblp.uni-trier.de/pid/86/6093.html;A Challenging Family of Automata for Classical Minimization Algorithms.;Giusi Castiglione, Cyril Nicaud, Marinella Sciortino;['https://dblp.uni-trier.de/pid/g/GiusiCastiglione.html', 'https://dblp.uni-trier.de/pid/28/881.html'];251-260;2010;CIAA
42830;236;Marinella Sciortino;https://dblp.uni-trier.de/pid/86/6093.html;On Extremal Cases of Hopcroft's Algorithm.;Giusi Castiglione, Antonio Restivo, Marinella Sciortino;['https://dblp.uni-trier.de/pid/g/GiusiCastiglione.html', 'https://dblp.uni-trier.de/pid/05/2717.html'];14-23;2009;CIAA
42867;51;Daniel Prusa;https://dblp.uni-trier.de/pid/50/6664.html;A Simple Extension to Finite Tree Automata for Defining Sets of Labeled, Connected Graphs.;Akio Fujiyoshi, Daniel Prusa;['https://dblp.uni-trier.de/pid/17/927.html'];121-132;2019;CIAA
42868;51;Daniel Prusa;https://dblp.uni-trier.de/pid/50/6664.html;Two-Dimensional Pattern Matching Against Basic Picture Languages.;Frantisek Mráz, Daniel Prusa, Michael Wehar;['https://dblp.uni-trier.de/pid/38/5599.html', 'https://dblp.uni-trier.de/pid/146/7766.html'];209-221;2019;CIAA
42883;51;Daniel Prusa;https://dblp.uni-trier.de/pid/50/6664.html;Complexity of Sets of Two-Dimensional Patterns.;Daniel Prusa;[];236-247;2016;CIAA
42888;51;Daniel Prusa;https://dblp.uni-trier.de/pid/50/6664.html;(Un)decidability of the Emptiness Problem for Multi-dimensional Context-Free Grammars.;Daniel Prusa;[];250-262;2015;CIAA
42900;51;Daniel Prusa;https://dblp.uni-trier.de/pid/50/6664.html;Comparing Two-Dimensional One-Marker Automata to Sgraffito Automata.;Daniel Prusa, Frantisek Mráz, Friedrich Otto;['https://dblp.uni-trier.de/pid/38/5599.html', 'https://dblp.uni-trier.de/pid/03/67.html'];268-279;2013;CIAA
42903;51;Daniel Prusa;https://dblp.uni-trier.de/pid/50/6664.html;Restarting Tiling Automata.;Daniel Prusa, Frantisek Mráz;['https://dblp.uni-trier.de/pid/38/5599.html'];289-300;2012;CIAA
42915;559;Miguel Ferreira;https://dblp.uni-trier.de/pid/19/7.html;Deciding Synchronous Kleene Algebra with Derivatives.;Sabine Broda, Sílvia Cavadas, Miguel Ferreira, Nelma Moreira;['https://dblp.uni-trier.de/pid/42/4087.html', 'https://dblp.uni-trier.de/pid/165/8694.html', 'https://dblp.uni-trier.de/pid/n/NelmaMoreira.html'];49-62;2015;CIAA
42943;109;Sebastian John;https://dblp.uni-trier.de/pid/24/3612.html;Minimal Unambiguous eNFA.;Sebastian John;[];190-201;2004;CIAA
42948;365;Tristan Le Gall;https://dblp.uni-trier.de/pid/48/4007.html;A Completion Algorithm for Lattice Tree Automata.;Thomas Genet, Tristan Le Gall, Axel Legay, Valérie Murat;['https://dblp.uni-trier.de/pid/03/3582.html', 'https://dblp.uni-trier.de/pid/52/579.html', 'https://dblp.uni-trier.de/pid/24/10259.html'];134-145;2013;CIAA
42968;735;Yu-Ru Cheng;https://dblp.uni-trier.de/pid/85/1157.html;On-the-Fly Branching Bisimulation Minimization for Compositional Analysis.;Yung-Pin Cheng, Hong-Yi Wang, Yu-Ru Cheng;['https://dblp.uni-trier.de/pid/88/4294.html', 'https://dblp.uni-trier.de/pid/12/3055.html'];219-229;2006;CIAA
43124;220;Parosh Aziz Abdulla;https://dblp.uni-trier.de/pid/a/PAAbdulla.html;Composed Bisimulation for Tree Automata.;Parosh Aziz Abdulla, Ahmed Bouajjani, Lukás Holík, Lisa Kaati, Tomás Vojnar;['https://dblp.uni-trier.de/pid/b/AhmedBouajjani.html', 'https://dblp.uni-trier.de/pid/64/6177.html', 'https://dblp.uni-trier.de/pid/34/5632.html', 'https://dblp.uni-trier.de/pid/51/533.html'];212-222;2008;CIAA
43142;220;Parosh Aziz Abdulla;https://dblp.uni-trier.de/pid/a/PAAbdulla.html;Bisimulation Minimization of Tree Automata.;Parosh Aziz Abdulla, Lisa Kaati, Johanna Högberg;['https://dblp.uni-trier.de/pid/34/5632.html', 'https://dblp.uni-trier.de/pid/75/5525.html'];173-185;2006;CIAA
43153;220;Parosh Aziz Abdulla;https://dblp.uni-trier.de/pid/a/PAAbdulla.html;Minimization of Non-deterministic Automata with Large Alphabets.;Parosh Aziz Abdulla, Johann Deneux, Lisa Kaati, Marcus Nilsson;['https://dblp.uni-trier.de/pid/76/2580.html', 'https://dblp.uni-trier.de/pid/34/5632.html', 'https://dblp.uni-trier.de/pid/05/1762.html'];31-42;2005;CIAA
43224;670;Denis Kuperberg;https://dblp.uni-trier.de/pid/21/8279.html;Stamina: Stabilisation Monoids in Automata Theory.;Nathanaël Fijalkow, Hugo Gimbert, Edon Kelmendi, Denis Kuperberg;['https://dblp.uni-trier.de/pid/93/8654.html', 'https://dblp.uni-trier.de/pid/22/250.html', 'https://dblp.uni-trier.de/pid/140/7385.html'];101-112;2017;CIAA
43250;298;Johann Deneux;https://dblp.uni-trier.de/pid/76/2580.html;Minimization of Non-deterministic Automata with Large Alphabets.;Parosh Aziz Abdulla, Johann Deneux, Lisa Kaati, Marcus Nilsson;['https://dblp.uni-trier.de/pid/a/PAAbdulla.html', 'https://dblp.uni-trier.de/pid/34/5632.html', 'https://dblp.uni-trier.de/pid/05/1762.html'];31-42;2005;CIAA
43342;762;Volker Diekert;https://dblp.uni-trier.de/pid/d/VolkerDiekert.html;Complexity Results and the Growths of Hairpin Completions of Regular Languages (Extended Abstract).;Volker Diekert, Steffen Kopecki;['https://dblp.uni-trier.de/pid/31/7223.html'];105-114;2010;CIAA
43444;332;Juan Otero Pombo;https://dblp.uni-trier.de/pid/o/JOteroP.html;Robust Spelling Correction.;Manuel Vilares Ferro, Juan Otero Pombo, Jesús Vilares Ferro;['https://dblp.uni-trier.de/pid/v/MVilaresF.html', 'https://dblp.uni-trier.de/pid/v/JesusVilares.html'];319-328;2005;CIAA
43447;332;Juan Otero Pombo;https://dblp.uni-trier.de/pid/o/JOteroP.html;Regional Finite-State Error Repair.;Manuel Vilares Ferro, Juan Otero, Jorge Graña Gil;['https://dblp.uni-trier.de/pid/v/MVilaresF.html', 'https://dblp.uni-trier.de/pid/g/JorgeGranaGil.html'];269-280;2004;CIAA
43473;627;Suna Bensch;https://dblp.uni-trier.de/pid/84/2622.html;Deterministic Stack Transducers.;Suna Bensch, Johanna Björklund, Martin Kutrib;['https://dblp.uni-trier.de/pid/75/5525.html', 'https://dblp.uni-trier.de/pid/k/MartinKutrib.html'];27-38;2016;CIAA
43497;277;Heiko Goeman;https://dblp.uni-trier.de/pid/79/2132.html;On Parsing and Condensing Substrings of LR Languages in Linear Time.;Heiko Goeman;[];22-42;1998;Workshop on Implementing Automata
43506;505;Constantinos Bartzis;https://dblp.uni-trier.de/pid/48/1067.html;Automata-Based Representations for Arithmetic Constraints in Automated Verification.;Constantinos Bartzis, Tevfik Bultan;['https://dblp.uni-trier.de/pid/07/3368.html'];282-288;2002;CIAA
43523;155;Marianne Flouret;https://dblp.uni-trier.de/pid/27/606.html;Star Normal Form, Rational Expressions, and Glushkov WFAs Properties.;Pascal Caron, Marianne Flouret;['https://dblp.uni-trier.de/pid/77/3565.html'];248-254;2002;CIAA
43525;155;Marianne Flouret;https://dblp.uni-trier.de/pid/27/606.html;Glushkov Construction for Multiplicities.;Pascal Caron, Marianne Flouret;['https://dblp.uni-trier.de/pid/77/3565.html'];67-79;2000;CIAA
43526;155;Marianne Flouret;https://dblp.uni-trier.de/pid/27/606.html;SEA: A Symbolic Environment for Automata Theory.;Philippe Andary, Pascal Caron, Jean-Marc Champarnaud, Gérard Duchamp, Marianne Flouret, Éric Laugerotte;['https://dblp.uni-trier.de/pid/32/6467.html', 'https://dblp.uni-trier.de/pid/77/3565.html', 'https://dblp.uni-trier.de/pid/30/6143.html', 'https://dblp.uni-trier.de/pid/d/GerardDuchamp.html', 'https://dblp.uni-trier.de/pid/68/4299.html'];13-26;1999;WIA
43527;155;Marianne Flouret;https://dblp.uni-trier.de/pid/27/606.html;Operations over Automata with Multiplicities.;Gérard Duchamp, Marianne Flouret, Éric Laugerotte;['https://dblp.uni-trier.de/pid/d/GerardDuchamp.html', 'https://dblp.uni-trier.de/pid/68/4299.html'];183-191;1998;Workshop on Implementing Automata
43572;856;Jorma Tarhio;https://dblp.uni-trier.de/pid/t/JormaTarhio.html;On String Matching in Chunked Texts.;Hannu Peltola, Jorma Tarhio;['https://dblp.uni-trier.de/pid/69/340.html'];157-167;2007;CIAA
43708;440;Aniello Murano;https://dblp.uni-trier.de/pid/41/1330.html;Solving Parity Games: Explicit vs Symbolic.;Antonio Di Stasio, Aniello Murano, Moshe Y. Vardi;['https://dblp.uni-trier.de/pid/157/8638.html', 'https://dblp.uni-trier.de/pid/v/MosheYVardi.html'];159-172;2018;CIAA
43750;440;Aniello Murano;https://dblp.uni-trier.de/pid/41/1330.html;Solving Parity Games Using an Automata-Based Algorithm.;Antonio Di Stasio, Aniello Murano, Giuseppe Perelli, Moshe Y. Vardi;['https://dblp.uni-trier.de/pid/157/8638.html', 'https://dblp.uni-trier.de/pid/08/10670.html', 'https://dblp.uni-trier.de/pid/v/MosheYVardi.html'];64-76;2016;CIAA
43846;339;Rimma I. Podlovchenko;https://dblp.uni-trier.de/pid/61/3416.html;On the Equivalence Problem for Programs with Mode Switching.;Rimma I. Podlovchenko, Dmitry M. Rusakov, Vladimir A. Zakharov;['https://dblp.uni-trier.de/pid/65/922.html', 'https://dblp.uni-trier.de/pid/84/5934.html'];351-352;2005;CIAA
43859;293;Xavier Augros;https://dblp.uni-trier.de/pid/74/5910.html;Automata to Recognize Finite and Infinite Words with at Least Two Factorizations on a Given Finite Set.;Xavier Augros;[];220-225;1998;Workshop on Implementing Automata
43871;769;Piotr Oprocha;https://dblp.uni-trier.de/pid/31/4878.html;Symbolic Dynamics, Flower Automata and Infinite Traces.;Wit Forys, Piotr Oprocha, Slawomir Bakalarski;['https://dblp.uni-trier.de/pid/79/5413.html', 'https://dblp.uni-trier.de/pid/47/9125.html'];135-142;2010;CIAA
43894;786;Y. Gao;https://dblp.uni-trier.de/pid/37/4530.html;In Vitro Implementation of Finite-State Machines.;Max H. Garzon, Y. Gao, John A. Rose, R. C. Murphy, Russell J. Deaton, Donald R. Franceschetti, Stanley Edward Stevens Jr.;['https://dblp.uni-trier.de/pid/52/2077.html', 'https://dblp.uni-trier.de/pid/68/5365.html', 'https://dblp.uni-trier.de/pid/56/6114.html', 'https://dblp.uni-trier.de/pid/91/5747.html', 'https://dblp.uni-trier.de/pid/05/2645.html', 'https://dblp.uni-trier.de/pid/56/545.html'];56-74;1997;Workshop on Implementing Automata
43906;801;Oliver Matz;https://dblp.uni-trier.de/pid/81/5479.html;The Automata Theory Package omega.;Jens Vöge, S. Ulbrand, Oliver Matz, Nils Buhrke;['https://dblp.uni-trier.de/pid/47/6609.html', 'https://dblp.uni-trier.de/pid/92/768.html', 'https://dblp.uni-trier.de/pid/77/6082.html'];228-231;1997;Workshop on Implementing Automata
43917;102;Yo-Sub Han;https://dblp.uni-trier.de/pid/h/YoSubHan.html;How to Settle the ReDoS Problem: Back to the Classical Automata Theory.;Sicheol Sung, Hyunjoon Cheon, Yo-Sub Han;['https://dblp.uni-trier.de/pid/321/6407.html', 'https://dblp.uni-trier.de/pid/228/6835.html'];34-49;2022;CIAA
43946;102;Yo-Sub Han;https://dblp.uni-trier.de/pid/h/YoSubHan.html;A General Architecture of Oritatami Systems for Simulating Arbitrary Finite Automata.;Yo-Sub Han, Hwee Kim, Yusei Masuda, Shinnosuke Seki;['https://dblp.uni-trier.de/pid/139/8245.html', 'https://dblp.uni-trier.de/pid/223/4929.html', 'https://dblp.uni-trier.de/pid/70/1118.html'];146-157;2019;CIAA
43958;102;Yo-Sub Han;https://dblp.uni-trier.de/pid/h/YoSubHan.html;Online Stochastic Pattern Matching.;Marco Cognetta, Yo-Sub Han;['https://dblp.uni-trier.de/pid/223/4918.html'];121-132;2018;CIAA
43973;102;Yo-Sub Han;https://dblp.uni-trier.de/pid/h/YoSubHan.html;Alignment Distance of Regular Tree Languages.;Yo-Sub Han, Sang-Ki Ko;['https://dblp.uni-trier.de/pid/71/9491.html'];126-137;2017;CIAA
44013;102;Yo-Sub Han;https://dblp.uni-trier.de/pid/h/YoSubHan.html;Left is Better than Right for Reducing Nondeterminism of NFAs.;Sang-Ki Ko, Yo-Sub Han;['https://dblp.uni-trier.de/pid/71/9491.html'];238-251;2014;CIAA
44023;102;Yo-Sub Han;https://dblp.uni-trier.de/pid/h/YoSubHan.html;Approximate Matching between a Context-Free Grammar and a Finite-State Automaton.;Yo-Sub Han, Sang-Ki Ko, Kai Salomaa;['https://dblp.uni-trier.de/pid/71/9491.html', 'https://dblp.uni-trier.de/pid/02/6009.html'];146-157;2013;CIAA
44034;102;Yo-Sub Han;https://dblp.uni-trier.de/pid/h/YoSubHan.html;A Cellular Automaton Model for Car Traffic with a Form-One-Lane Rule.;Yo-Sub Han, Sang-Ki Ko;['https://dblp.uni-trier.de/pid/71/9491.html'];154-165;2011;CIAA
44046;102;Yo-Sub Han;https://dblp.uni-trier.de/pid/h/YoSubHan.html;Implementation of State Elimination Using Heuristics.;Jae-Hee Ahn, Yo-Sub Han;['https://dblp.uni-trier.de/pid/88/7174.html'];178-187;2009;CIAA
44077;102;Yo-Sub Han;https://dblp.uni-trier.de/pid/h/YoSubHan.html;Shorter Regular Expressions from Finite-State Automata.;Yo-Sub Han, Derick Wood;['https://dblp.uni-trier.de/pid/w/DerickWood.html'];141-152;2005;CIAA
44078;102;Yo-Sub Han;https://dblp.uni-trier.de/pid/h/YoSubHan.html;The Generalization of Generalized Automata: Expression Automata.;Yo-Sub Han, Derick Wood;['https://dblp.uni-trier.de/pid/w/DerickWood.html'];156-166;2004;CIAA
44104;552;Daniel J. Rosenkrantz;https://dblp.uni-trier.de/pid/80/6105.html;Complexity of Inferring Local Transition Functions of Discrete Dynamical Systems.;Abhijin Adiga, Chris J. Kuhlman, Madhav V. Marathe, S. S. Ravi, Daniel J. Rosenkrantz, Richard Edwin Stearns;['https://dblp.uni-trier.de/pid/73/8044.html', 'https://dblp.uni-trier.de/pid/09/7561.html', 'https://dblp.uni-trier.de/pid/52/991.html', 'https://dblp.uni-trier.de/pid/94/2464.html', 'https://dblp.uni-trier.de/pid/s/RichardEdwinStearns.html'];21-34;2015;CIAA
44246;417;Meriç Üngör;https://dblp.uni-trier.de/pid/318/2744.html;Energy Complexity of Regular Language Recognition.;Öykü Yilmaz, Firat Kiyak, Meriç Üngör, A. C. Cem Say;['https://dblp.uni-trier.de/pid/318/2800.html', 'https://dblp.uni-trier.de/pid/61/61.html', 'https://dblp.uni-trier.de/pid/11/4210.html'];200-211;2022;CIAA
44528;694;Nadia Nedjah;https://dblp.uni-trier.de/pid/n/NadiaNedjah.html;Minimal Adaptive Pattern-Matching Automata for Efficient Term Rewriting.;Nadia Nedjah, Luiza de Macedo Mourelle;['https://dblp.uni-trier.de/pid/20/999.html'];221-233;2001;CIAA
44571;381;Joachim Niehren;https://dblp.uni-trier.de/pid/n/JNiehren.html;Early Nested Word Automata for XPath Query Answering on XML Streams.;Denis Debarbieux, Olivier Gauwin, Joachim Niehren, Tom Sebastian, Mohamed Zergaoui;['https://dblp.uni-trier.de/pid/80/1808.html', 'https://dblp.uni-trier.de/pid/51/7012.html', 'https://dblp.uni-trier.de/pid/09/8910.html', 'https://dblp.uni-trier.de/pid/79/7504.html'];292-305;2013;CIAA
44576;381;Joachim Niehren;https://dblp.uni-trier.de/pid/n/JNiehren.html;Streamable Fragments of Forward XPath.;Olivier Gauwin, Joachim Niehren;['https://dblp.uni-trier.de/pid/51/7012.html'];3-15;2011;CIAA
44661;544;Maciej Troc;https://dblp.uni-trier.de/pid/49/4233.html;Finite-State Molecular Computing.;Olgierd Unold, Maciej Troc, Tadeusz Dobosz, Alicja Trusewicz;['https://dblp.uni-trier.de/pid/15/3718.html', 'https://dblp.uni-trier.de/pid/53/947.html', 'https://dblp.uni-trier.de/pid/20/118.html'];309-310;2003;CIAA
44708;114;John Lawrence;https://dblp.uni-trier.de/pid/77/5317.html;State Complexity and the Monoid of Transformations of a Finite Set.;Bryan Krawetz, John Lawrence, Jeffrey O. Shallit;['https://dblp.uni-trier.de/pid/65/5953.html', 'https://dblp.uni-trier.de/pid/s/JeffreyShallit.html'];213-224;2004;CIAA
44729;817;Annie Foret;https://dblp.uni-trier.de/pid/81/3428.html;Categorial Grammars with Iterated Types form a Strict Hierarchy of k-Valued Languages.;Denis Béchet, Alexander Ja. Dikovsky, Annie Foret;['https://dblp.uni-trier.de/pid/b/DenisBechet.html', 'https://dblp.uni-trier.de/pid/60/452.html'];42-52;2011;CIAA
44750;401;Maurice Herwig;https://dblp.uni-trier.de/pid/321/6412.html;A Similarity Measure for Formal Languages Based on Convergent Geometric Series.;Florian Bruse, Maurice Herwig, Martin Lange;['https://dblp.uni-trier.de/pid/130/3850.html', 'https://dblp.uni-trier.de/pid/181/2007-1.html'];80-92;2022;CIAA
44781;682;Bernard Boigelot;https://dblp.uni-trier.de/pid/37/1275.html;Counting the Solutions of Presburger Equations without Enumerating Them.;Bernard Boigelot, Louis Latour;['https://dblp.uni-trier.de/pid/72/5451.html'];40-51;2001;CIAA
44796;378;Matthias Wendlandt;https://dblp.uni-trier.de/pid/55/10307.html;On the Power of Pushing or Stationary Moves for Input-Driven Pushdown Automata.;Martin Kutrib, Andreas Malcher, Matthias Wendlandt;['https://dblp.uni-trier.de/pid/k/MartinKutrib.html', 'https://dblp.uni-trier.de/pid/58/2201.html'];140-151;2022;CIAA
44807;378;Matthias Wendlandt;https://dblp.uni-trier.de/pid/55/10307.html;Input-Driven Multi-counter Automata.;Martin Kutrib, Andreas Malcher, Matthias Wendlandt;['https://dblp.uni-trier.de/pid/k/MartinKutrib.html', 'https://dblp.uni-trier.de/pid/58/2201.html'];197-208;2019;CIAA
