Author;Title;Co-Authors;No Authors;Year;Pagination
https://dblp.uni-trier.de/pid/53/3527.html;FAdo and GUItar.;['https://dblp.uni-trier.de/pid/00/7175.html', 'https://dblp.uni-trier.de/pid/54/7174.html', 'https://dblp.uni-trier.de/pid/n/NelmaMoreira.html', 'https://dblp.uni-trier.de/pid/30/5254.html'];5;2009;65-74
https://dblp.uni-trier.de/pid/53/3527.html;Antimirov and Mosses's Rewrite System Revisited.;['https://dblp.uni-trier.de/pid/n/NelmaMoreira.html', 'https://dblp.uni-trier.de/pid/30/5254.html'];3;2008;46-56
https://dblp.uni-trier.de/pid/133/6735.html;Kleene Closure on Regular and Prefix-Free Languages.;['https://dblp.uni-trier.de/pid/j/GJiraskova.html', 'https://dblp.uni-trier.de/pid/60/9959.html'];3;2014;226-237
https://dblp.uni-trier.de/pid/265/9625.html;Ambiguity Hierarchies for Weighted Tree Automata.;['https://dblp.uni-trier.de/pid/48/3591.html', 'https://dblp.uni-trier.de/pid/296/0452.html', 'https://dblp.uni-trier.de/pid/82/11198-1.html'];4;2021;140-151
https://dblp.uni-trier.de/pid/09/1814.html;Universal Witnesses for State Complexity of Basic Operations Combined with Reversal.;['https://dblp.uni-trier.de/pid/b/JABrzozowski.html'];2;2013;72-83
https://dblp.uni-trier.de/pid/94/756.html;Derivative-Based Diagnosis of Regular Expression Ambiguity.;['https://dblp.uni-trier.de/pid/33/5963.html'];2;2016;260-272
https://dblp.uni-trier.de/pid/16/6072.html;On Complexity of Two Dimensional Languages Generated by Transducers.;['https://dblp.uni-trier.de/pid/j/NatasaJonoska.html'];2;2008;181-190
https://dblp.uni-trier.de/pid/21/1027.html;Tree Template Matching in Ranked Ordered Trees by Pushdown Automata.;['https://dblp.uni-trier.de/pid/01/5035.html', 'https://dblp.uni-trier.de/pid/78/5300.html', 'https://dblp.uni-trier.de/pid/i/CSIliopoulos.html', 'https://dblp.uni-trier.de/pid/89/7966.html'];5;2011;273-281
https://dblp.uni-trier.de/pid/95/4315.html;Enhancing Approximations for Regular Reachability Analysis.;['https://dblp.uni-trier.de/pid/132/1983.html', 'https://dblp.uni-trier.de/pid/50/1007.html'];3;2013;331-339
https://dblp.uni-trier.de/pid/95/4315.html;On Positive TAGED with a Bounded Number of Constraints.;['https://dblp.uni-trier.de/pid/50/1007.html', 'https://dblp.uni-trier.de/pid/80/9679.html'];3;2012;329-336
