Key;Author-Key;Author;Author-URL;Title;Co-Authors;Co-Author-URLs;Pagination;Year;Venue
4646;14;Kai Salomaa;https://dblp.uni-trier.de/pid/02/6009.html;Nondeterministic State Complexity for Suffix-Free Regular Languages.;Yo-Sub Han, Kai Salomaa;['https://dblp.uni-trier.de/pid/h/YoSubHan.html'];189-196;2010;DCFS
4665;14;Kai Salomaa;https://dblp.uni-trier.de/pid/02/6009.html;On the Synchronized Derivation Depth of Context-Free Grammars.;Franziska Biegler, Kai Salomaa;['https://dblp.uni-trier.de/pid/37/153.html'];73-84;2008;DCFS
4666;14;Kai Salomaa;https://dblp.uni-trier.de/pid/02/6009.html;Watson-Crick automata: determinism and state complexity.;Elena Czeizler, Eugen Czeizler, Lila Kari, Kai Salomaa;['https://dblp.uni-trier.de/pid/c/ElenaCzeizler.html', 'https://dblp.uni-trier.de/pid/c/EugenCzeizler.html', 'https://dblp.uni-trier.de/pid/k/LilaKari.html'];121-133;2008;DCFS
4667;14;Kai Salomaa;https://dblp.uni-trier.de/pid/02/6009.html;State Complexity of Orthogonal Catenation.;Mark Daley, Michael Domaratzki, Kai Salomaa;['https://dblp.uni-trier.de/pid/d/MarkDaley.html', 'https://dblp.uni-trier.de/pid/30/3872.html'];134-144;2008;DCFS
4668;14;Kai Salomaa;https://dblp.uni-trier.de/pid/02/6009.html;Operational State Complexity of Nested Word Automata.;Xiaoxue Piao, Kai Salomaa;['https://dblp.uni-trier.de/pid/55/7265.html'];194-206;2008;DCFS
4686;14;Kai Salomaa;https://dblp.uni-trier.de/pid/02/6009.html;An Infinite Hierarchy Induced by Depth Synchronization.;Franziska Biegler, Ian McQuillan, Kai Salomaa;['https://dblp.uni-trier.de/pid/37/153.html', 'https://dblp.uni-trier.de/pid/85/1477.html'];82-93;2006;DCFS
4687;14;Kai Salomaa;https://dblp.uni-trier.de/pid/02/6009.html;Regular Approximations of Non-Regular Languages.;Brendan J. Cordy, Kai Salomaa;['https://dblp.uni-trier.de/pid/62/3990.html'];118-129;2006;DCFS
4688;14;Kai Salomaa;https://dblp.uni-trier.de/pid/02/6009.html;Transition Complexity of Language Operations.;Michael Domaratzki, Kai Salomaa;['https://dblp.uni-trier.de/pid/30/3872.html'];141-152;2006;DCFS
4689;14;Kai Salomaa;https://dblp.uni-trier.de/pid/02/6009.html;State Complexity of Catenation and Reversal Combined with Star.;Yuan Gao, Kai Salomaa, Sheng Yu;['https://dblp.uni-trier.de/pid/76/2452-1.html', 'https://dblp.uni-trier.de/pid/y/ShengYu.html'];153-164;2006;DCFS
4690;14;Kai Salomaa;https://dblp.uni-trier.de/pid/02/6009.html;State Complexity of Prefix-Free Regular Languages.;Yo-Sub Han, Kai Salomaa, Derick Wood;['https://dblp.uni-trier.de/pid/h/YoSubHan.html', 'https://dblp.uni-trier.de/pid/w/DerickWood.html'];165-176;2006;DCFS
4699;14;Kai Salomaa;https://dblp.uni-trier.de/pid/02/6009.html;Restricted sets of trajectories and decidability of shuffle decompositions.;Michael Domaratzki, Kai Salomaa;['https://dblp.uni-trier.de/pid/30/3872.html'];37-51;2004;DCFS
4709;14;Kai Salomaa;https://dblp.uni-trier.de/pid/02/6009.html;State Complexity of Shuffle on Trajectories.;Michael Domaratzki, Kai Salomaa;['https://dblp.uni-trier.de/pid/30/3872.html'];95-109;2002;DCFS
4775;137;Levent Alpoge;https://dblp.uni-trier.de/pid/30/9368.html;Decidability and Shortest Strings in Formal Languages.;Levent Alpoge, Thomas Ang, Luke Schaeffer, Jeffrey O. Shallit;['https://dblp.uni-trier.de/pid/90/7479.html', 'https://dblp.uni-trier.de/pid/18/9367.html', 'https://dblp.uni-trier.de/pid/s/JeffreyShallit.html'];55-67;2011;DCFS
4777;422;Jérôme Durand-Lose;https://dblp.uni-trier.de/pid/d/JODurandLose.html;On the Power of Recursive Word-Functions Without Concatenation.;Jérôme Durand-Lose;[];30-42;2022;DCFS
4843;4;Sabine Broda;https://dblp.uni-trier.de/pid/42/4087.html;On the Uniform Distribution of Regular Expressions.;Sabine Broda, António Machiavelo, Nelma Moreira, Rogério Reis;['https://dblp.uni-trier.de/pid/21/4601.html', 'https://dblp.uni-trier.de/pid/n/NelmaMoreira.html', 'https://dblp.uni-trier.de/pid/30/5254.html'];13-25;2021;DCFS
4854;4;Sabine Broda;https://dblp.uni-trier.de/pid/42/4087.html;On the Average Complexity of Strong Star Normal Form.;Sabine Broda, António Machiavelo, Nelma Moreira, Rogério Reis;['https://dblp.uni-trier.de/pid/21/4601.html', 'https://dblp.uni-trier.de/pid/n/NelmaMoreira.html', 'https://dblp.uni-trier.de/pid/30/5254.html'];77-88;2017;DCFS
4857;4;Sabine Broda;https://dblp.uni-trier.de/pid/42/4087.html;On the State Complexity of Partial Derivative Automata For Regular Expressions with Intersection.;Rafaela Bastos, Sabine Broda, António Machiavelo, Nelma Moreira, Rogério Reis;['https://dblp.uni-trier.de/pid/183/0038.html', 'https://dblp.uni-trier.de/pid/21/4601.html', 'https://dblp.uni-trier.de/pid/n/NelmaMoreira.html', 'https://dblp.uni-trier.de/pid/30/5254.html'];45-59;2016;DCFS
4862;4;Sabine Broda;https://dblp.uni-trier.de/pid/42/4087.html;Partial Derivative Automaton for Regular Expressions with Shuffle.;Sabine Broda, António Machiavelo, Nelma Moreira, Rogério Reis;['https://dblp.uni-trier.de/pid/21/4601.html', 'https://dblp.uni-trier.de/pid/n/NelmaMoreira.html', 'https://dblp.uni-trier.de/pid/30/5254.html'];21-32;2015;DCFS
4892;80;Kosaburo Hashiguchi;https://dblp.uni-trier.de/pid/98/6078.html;Finite Codes over Free Binoids.;Kosaburo Hashiguchi, Takahiro Kunai, Shuji Jimbo;['https://dblp.uni-trier.de/pid/23/6046.html', 'https://dblp.uni-trier.de/pid/77/5163.html'];91-101;2001;DCFS
4985;249;Petr Sosík;https://dblp.uni-trier.de/pid/89/7033.html;On Weight of Universal Insertion Grammars.;Lila Kari, Petr Sosík;['https://dblp.uni-trier.de/pid/k/LilaKari.html'];206-214;2005;DCFS
4998;249;Petr Sosík;https://dblp.uni-trier.de/pid/89/7033.html;Reducing the Number of Catalysts Needed in Computationally Universal P Systems without Priorities.;Rudolf Freund, Marion Oswald, Petr Sosík;['https://dblp.uni-trier.de/pid/84/472.html', 'https://dblp.uni-trier.de/pid/97/5256.html'];102-113;2003;DCFS
5022;160;Michal Kunc;https://dblp.uni-trier.de/pid/82/3483.html;State Complexity of Operations on Two-Way Deterministic Finite Automata over a Unary Alphabet.;Michal Kunc, Alexander Okhotin;['https://dblp.uni-trier.de/pid/o/AOkhotin.html'];222-234;2011;DCFS
5043;38;Janusz A. Brzozowski;https://dblp.uni-trier.de/pid/b/JABrzozowski.html;State Complexity of Single-Word Pattern Matching in Regular Languages.;Janusz A. Brzozowski, Sylvie Davies, Abhishek Madan;['https://dblp.uni-trier.de/pid/160/8228.html', 'https://dblp.uni-trier.de/pid/222/1721.html'];86-97;2019;DCFS
5047;38;Janusz A. Brzozowski;https://dblp.uni-trier.de/pid/b/JABrzozowski.html;Most Complex Deterministic Union-Free Regular Languages.;Janusz A. Brzozowski, Sylvie Davies;['https://dblp.uni-trier.de/pid/160/8228.html'];37-48;2018;DCFS
5054;38;Janusz A. Brzozowski;https://dblp.uni-trier.de/pid/b/JABrzozowski.html;Most Complex Non-returning Regular Languages.;Janusz A. Brzozowski, Sylvie Davies;['https://dblp.uni-trier.de/pid/160/8228.html'];89-101;2017;DCFS
5062;38;Janusz A. Brzozowski;https://dblp.uni-trier.de/pid/b/JABrzozowski.html;Unrestricted State Complexity of Binary Operations on Regular Languages.;Janusz A. Brzozowski;[];60-72;2016;DCFS
5063;38;Janusz A. Brzozowski;https://dblp.uni-trier.de/pid/b/JABrzozowski.html;On the State Complexity of the Shuffle of Regular Languages.;Janusz A. Brzozowski, Galina Jirásková, Bo Liu, Aayush Rajasekaran, Marek Szykula;['https://dblp.uni-trier.de/pid/j/GJiraskova.html', 'https://dblp.uni-trier.de/pid/58/2670-92.html', 'https://dblp.uni-trier.de/pid/173/4986.html', 'https://dblp.uni-trier.de/pid/97/10625.html'];73-86;2016;DCFS
5072;38;Janusz A. Brzozowski;https://dblp.uni-trier.de/pid/b/JABrzozowski.html;Upper Bound on Syntactic Complexity of Suffix-Free Languages.;Janusz A. Brzozowski, Marek Szykula;['https://dblp.uni-trier.de/pid/97/10625.html'];33-45;2015;DCFS
5083;38;Janusz A. Brzozowski;https://dblp.uni-trier.de/pid/b/JABrzozowski.html;Most Complex Regular Right-Ideal Languages.;Janusz A. Brzozowski, Gareth Davies;['https://dblp.uni-trier.de/pid/34/8435-1.html'];90-101;2014;DCFS
5094;38;Janusz A. Brzozowski;https://dblp.uni-trier.de/pid/b/JABrzozowski.html;Universal Witnesses for State Complexity of Boolean Operations and Concatenation Combined with Star.;Janusz A. Brzozowski, David Liu;['https://dblp.uni-trier.de/pid/09/1814-3.html'];30-41;2013;DCFS
5095;38;Janusz A. Brzozowski;https://dblp.uni-trier.de/pid/b/JABrzozowski.html;Syntactic Complexity of - and -Trivial Regular Languages.;Janusz A. Brzozowski, Baiyu Li;['https://dblp.uni-trier.de/pid/42/8016.html'];160-171;2013;DCFS
5105;38;Janusz A. Brzozowski;https://dblp.uni-trier.de/pid/b/JABrzozowski.html;Syntactic Complexities of Some Classes of Star-Free Languages.;Janusz A. Brzozowski, Baiyu Li;['https://dblp.uni-trier.de/pid/42/8016.html'];117-129;2012;DCFS
5117;38;Janusz A. Brzozowski;https://dblp.uni-trier.de/pid/b/JABrzozowski.html;Syntactic Complexity of Prefix-, Suffix-, and Bifix-Free Regular Languages.;Janusz A. Brzozowski, Baiyu Li, Yuli Ye;['https://dblp.uni-trier.de/pid/42/8016.html', 'https://dblp.uni-trier.de/pid/23/5064.html'];93-106;2011;DCFS
5128;38;Janusz A. Brzozowski;https://dblp.uni-trier.de/pid/b/JABrzozowski.html;On the Complexity of the Evaluation of Transient Extensions of Boolean Functions.;Janusz A. Brzozowski, Baiyu Li, Yuli Ye;['https://dblp.uni-trier.de/pid/42/8016.html', 'https://dblp.uni-trier.de/pid/23/5064.html'];27-37;2010;DCFS
5137;38;Janusz A. Brzozowski;https://dblp.uni-trier.de/pid/b/JABrzozowski.html;Quotient Complexity of Regular Languages.;Janusz A. Brzozowski;[];17-28;2009;DCFS
5143;38;Janusz A. Brzozowski;https://dblp.uni-trier.de/pid/b/JABrzozowski.html;State-Complexity Hierarchies of Uniform Languages of Alphabet-Size Length.;Janusz A. Brzozowski, Stavros Konstantinidis;['https://dblp.uni-trier.de/pid/k/StavrosKonstantinidis.html'];97-108;2008;DCFS
5144;38;Janusz A. Brzozowski;https://dblp.uni-trier.de/pid/b/JABrzozowski.html;Determinism without Determinization.;Janusz A. Brzozowski, Nicolae Santean;['https://dblp.uni-trier.de/pid/s/NicolaeSantean.html'];109-120;2008;DCFS
5156;38;Janusz A. Brzozowski;https://dblp.uni-trier.de/pid/b/JABrzozowski.html;Representation of Semiautomata by Canonical Words and Equivalences.;Janusz A. Brzozowski, Helmut Jürgensen;['https://dblp.uni-trier.de/pid/j/HJurgensen.html'];13-27;2004;DCFS
5259;176;Jens Reimann;https://dblp.uni-trier.de/pid/49/3748.html;Optimal Simulations of Weak Restarting Automata.;Martin Kutrib, Jens Reimann;['https://dblp.uni-trier.de/pid/k/MartinKutrib.html'];81-92;2007;DCFS
5261;176;Jens Reimann;https://dblp.uni-trier.de/pid/49/3748.html;Descriptional Complexity of Deterministic Restarting Automata.;Markus Holzer, Martin Kutrib, Jens Reimann;['https://dblp.uni-trier.de/pid/h/MarkusHolzer1.html', 'https://dblp.uni-trier.de/pid/k/MartinKutrib.html'];158-169;2005;DCFS
5287;199;Alessandra Cherubini;https://dblp.uni-trier.de/pid/09/906.html;Recognizing Collapsing Words is co-NP-Complete.;Alessandra Cherubini, Andrzej Kisielewicz;['https://dblp.uni-trier.de/pid/83/2770.html'];106-117;2006;DCFS
5309;208;Jason R. Smith;https://dblp.uni-trier.de/pid/59/3307.html;Tight Bounds for the State Complexity of Deterministic Cover Automata.;Cezar Câmpeanu, Andrei Paun, Jason R. Smith;['https://dblp.uni-trier.de/pid/41/4735.html', 'https://dblp.uni-trier.de/pid/93/263.html'];223-231;2006;DCFS
5315;121;Dávid Kószó;https://dblp.uni-trier.de/pid/255/4896.html;Crisp-Determinization of Weighted Tree Automata over Additively Locally Finite and Past-Finite Monotonic Strong Bimonoids Is Decidable.;Manfred Droste, Zoltán Fülöp, Dávid Kószó, Heiko Vogler;['https://dblp.uni-trier.de/pid/d/ManfredDroste.html', 'https://dblp.uni-trier.de/pid/f/ZoltanFulop1.html', 'https://dblp.uni-trier.de/pid/v/HeikoVogler.html'];39-51;2020;DCFS
5407;79;Jeffrey O. Shallit;https://dblp.uni-trier.de/pid/s/JeffreyShallit.html;Generalized de Bruijn Words and the State Complexity of Conjugate Sets.;Daniel Gabric, Stepan Holub, Jeffrey O. Shallit;['https://dblp.uni-trier.de/pid/204/7521.html', 'https://dblp.uni-trier.de/pid/h/StepanHolub.html'];137-146;2019;DCFS
5494;79;Jeffrey O. Shallit;https://dblp.uni-trier.de/pid/s/JeffreyShallit.html;Shortest Repetition-Free Words Accepted by Automata.;Hamoon Mousavi, Jeffrey O. Shallit;['https://dblp.uni-trier.de/pid/79/10670.html'];182-193;2013;DCFS
5530;79;Jeffrey O. Shallit;https://dblp.uni-trier.de/pid/s/JeffreyShallit.html;Decidability and Shortest Strings in Formal Languages.;Levent Alpoge, Thomas Ang, Luke Schaeffer, Jeffrey O. Shallit;['https://dblp.uni-trier.de/pid/30/9368.html', 'https://dblp.uni-trier.de/pid/90/7479.html', 'https://dblp.uni-trier.de/pid/18/9367.html'];55-67;2011;DCFS
5531;79;Jeffrey O. Shallit;https://dblp.uni-trier.de/pid/s/JeffreyShallit.html;Remarks on Separating Words.;Erik D. Demaine, Sarah Eisenstat, Jeffrey O. Shallit, David A. Wilson;['https://dblp.uni-trier.de/pid/d/ErikDDemaine.html', 'https://dblp.uni-trier.de/pid/22/9365.html', 'https://dblp.uni-trier.de/pid/22/5583.html'];147-157;2011;DCFS
5595;79;Jeffrey O. Shallit;https://dblp.uni-trier.de/pid/s/JeffreyShallit.html;New Directions in State Complexity.;Jeffrey O. Shallit;[];41-45;2006;DCFS
5602;79;Jeffrey O. Shallit;https://dblp.uni-trier.de/pid/s/JeffreyShallit.html;Enumeration of Context-Free Languages and Related Structures.;Michael Domaratzki, Alexander Okhotin, Jeffrey O. Shallit;['https://dblp.uni-trier.de/pid/30/3872.html', 'https://dblp.uni-trier.de/pid/o/AOkhotin.html'];85-96;2005;DCFS
5607;79;Jeffrey O. Shallit;https://dblp.uni-trier.de/pid/s/JeffreyShallit.html;Non-Uniqueness and Radius of Cyclic Unary NFAs.;Michael Domaratzki, Keith Ellul, Jeffrey O. Shallit, Ming-wei Wang;['https://dblp.uni-trier.de/pid/30/3872.html', 'https://dblp.uni-trier.de/pid/16/230.html', 'https://dblp.uni-trier.de/pid/45/3503.html'];178-190;2004;DCFS
5627;79;Jeffrey O. Shallit;https://dblp.uni-trier.de/pid/s/JeffreyShallit.html;Regular Expressions: New Results and Open Problems.;Keith Ellul, Jeffrey O. Shallit, Ming-wei Wang;['https://dblp.uni-trier.de/pid/16/230.html', 'https://dblp.uni-trier.de/pid/45/3503.html'];17-34;2002;DCFS
5630;79;Jeffrey O. Shallit;https://dblp.uni-trier.de/pid/s/JeffreyShallit.html;On the Number of Distinct Languages Accepted by Finite Automata with n States.;Michael Domaratzki, Derek Kisman, Jeffrey O. Shallit;['https://dblp.uni-trier.de/pid/30/3872.html', 'https://dblp.uni-trier.de/pid/39/1283.html'];67-78;2001;DCFS
5766;96;Ferucio Laurentiu Tiplea;https://dblp.uni-trier.de/pid/16/4077.html;On the Complexity of a Problem on Monadic String Rewriting Systems.;Ferucio Laurentiu Tiplea, Erkki Mäkinen;['https://dblp.uni-trier.de/pid/31/1171.html'];187-194;2001;DCFS
5785;434;Asaf Petruschka;https://dblp.uni-trier.de/pid/327/1615.html;Lazy Regular Sensing.;Orna Kupferman, Asaf Petruschka;['https://dblp.uni-trier.de/pid/k/OrnaKupferman.html'];155-169;2022;DCFS
5792;156;Radu Gramatovici;https://dblp.uni-trier.de/pid/93/5012.html;k-Local Internal Contextual Grammars.;Radu Gramatovici, Florin Manea;['https://dblp.uni-trier.de/pid/67/4899.html'];172-183;2011;DCFS
5801;156;Radu Gramatovici;https://dblp.uni-trier.de/pid/93/5012.html;Proper Dependency Grammars.;Radu Gramatovici, Martin Plátek;['https://dblp.uni-trier.de/pid/16/613.html'];255-264;2003;DCFS
5830;290;Akihiro Matsuura;https://dblp.uni-trier.de/pid/34/3859.html;Equivalent Transformation of Minimal Finite Automata over a Two-Letter Alphabet.;Akihiro Matsuura, Yusuke Saito;['https://dblp.uni-trier.de/pid/47/4966.html'];224-232;2008;DCFS
5851;414;Jianyi Lin;https://dblp.uni-trier.de/pid/98/4569.html;A Local Limit Property for Pattern Statistics in Bicomponent Stochastic Models.;Massimiliano Goldwurm, Jianyi Lin, Marco Vignati;['https://dblp.uni-trier.de/pid/69/1383.html', 'https://dblp.uni-trier.de/pid/223/1277.html'];114-125;2018;DCFS
5904;101;Gabriel Istrate;https://dblp.uni-trier.de/pid/35/5367.html;Heapability, Interactive Particle Systems, Partial Orders: Results and Open Problems.;Gabriel Istrate, Cosmin Bonchis;['https://dblp.uni-trier.de/pid/96/5410.html'];18-28;2016;DCFS
6001;59;Friedrich Otto;https://dblp.uni-trier.de/pid/03/67.html;A Pumping Lemma for Ordered Restarting Automata.;Kent Kwee, Friedrich Otto;['https://dblp.uni-trier.de/pid/163/7357.html'];226-237;2017;DCFS
6020;59;Friedrich Otto;https://dblp.uni-trier.de/pid/03/67.html;On Some Decision Problems for Stateless Deterministic Ordered Restarting Automata.;Kent Kwee, Friedrich Otto;['https://dblp.uni-trier.de/pid/163/7357.html'];165-176;2015;DCFS
6029;59;Friedrich Otto;https://dblp.uni-trier.de/pid/03/67.html;On the Descriptional Complexity of Deterministic Ordered Restarting Automata.;Friedrich Otto;[];318-329;2014;DCFS
6046;59;Friedrich Otto;https://dblp.uni-trier.de/pid/03/67.html;Centralized PC Systems of Pushdown Automata versus Multi-head Pushdown Automata.;Friedrich Otto;[];244-251;2012;DCFS
6058;59;Friedrich Otto;https://dblp.uni-trier.de/pid/03/67.html;On Restarting Automata with Window Size One.;Friedrich Otto;[];8-33;2011;DCFS
6126;59;Friedrich Otto;https://dblp.uni-trier.de/pid/03/67.html;Restarting Automata and Variants of j-Monotonicity.;Martin Plátek, Friedrich Otto, Frantisek Mráz;['https://dblp.uni-trier.de/pid/16/613.html', 'https://dblp.uni-trier.de/pid/38/5599.html'];303-312;2003;DCFS
6246;382;György Turán;https://dblp.uni-trier.de/pid/50/4701.html;Biclique Coverings, Rectifier Networks and the Cost of ε-Removal.;Szabolcs Iván, Ádám Dániel Lelkes, Judit Nagy-György, Balázs Szörényi, György Turán;['https://dblp.uni-trier.de/pid/09/1881.html', 'https://dblp.uni-trier.de/pid/147/5184.html', 'https://dblp.uni-trier.de/pid/64/4568.html', 'https://dblp.uni-trier.de/pid/90/1311.html'];174-185;2014;DCFS
6341;228;Afroza Rahman;https://dblp.uni-trier.de/pid/44/8397.html;Ciliate Gene Unscrambling with Fewer Templates.;Lila Kari, Afroza Rahman;['https://dblp.uni-trier.de/pid/k/LilaKari.html'];120-129;2010;DCFS
6375;402;Cristian Grozea;https://dblp.uni-trier.de/pid/63/6351.html;NP Predicates Computable in the Weakest Level of the Grzegorczyck Hierarchy.;Cristian Grozea;[];123-132;2002;DCFS
6378;117;Ehud Cseresnyes;https://dblp.uni-trier.de/pid/278/3544.html;Regular Expression Length via Arithmetic Formula Complexity.;Ehud Cseresnyes, Hannes Seiwert;['https://dblp.uni-trier.de/pid/217/0184.html'];26-38;2020;DCFS
6427;394;Jayalal Sarma;https://dblp.uni-trier.de/pid/75/2295.html;On the Complexity of L-reachability.;Balagopal Komarath, Jayalal Sarma, K. S. Sunil;['https://dblp.uni-trier.de/pid/124/2629.html', 'https://dblp.uni-trier.de/pid/148/1810.html'];258-269;2014;DCFS
6476;140;Fernando Arroyo;https://dblp.uni-trier.de/pid/74/2719.html;Uniform Distributed Pushdown Automata Systems.;Fernando Arroyo, Juan Castellanos, Victor Mitrana;['https://dblp.uni-trier.de/pid/04/1903.html', 'https://dblp.uni-trier.de/pid/86/4985.html'];64-75;2012;DCFS
6480;140;Fernando Arroyo;https://dblp.uni-trier.de/pid/74/2719.html;On the Degree of Team Cooperation in CD Grammar Systems.;Fernando Arroyo, Juan Castellanos, Victor Mitrana;['https://dblp.uni-trier.de/pid/04/1903.html', 'https://dblp.uni-trier.de/pid/86/4985.html'];68-79;2011;DCFS
6511;18;Olga Martynova;https://dblp.uni-trier.de/pid/191/3141-1.html;State Complexity of Union and Intersection on Graph-Walking Automata.;Olga Martynova, Alexander Okhotin;['https://dblp.uni-trier.de/pid/o/AOkhotin.html'];125-136;2021;DCFS
6517;269;Andrea Pisoni;https://dblp.uni-trier.de/pid/131/2454.html;Limited Automata and Regular Languages.;Giovanni Pighizzini, Andrea Pisoni;['https://dblp.uni-trier.de/pid/87/6893.html'];253-264;2013;DCFS
6519;286;Takashi Emori;https://dblp.uni-trier.de/pid/55/10305.html;An Efficient Derivation Method for DTOL Systems and a Measure of Derivation Complexity.;Takashi Emori, Taishin Y. Nishida;['https://dblp.uni-trier.de/pid/62/4516.html'];157-167;2008;DCFS
6525;63;Lynette van Zijl;https://dblp.uni-trier.de/pid/02/4801.html;State Complexity of Unary SV-XNFA with Different Acceptance Conditions.;Laurette Marais, Lynette van Zijl;['https://dblp.uni-trier.de/pid/178/0990.html'];250-261;2017;DCFS
6527;63;Lynette van Zijl;https://dblp.uni-trier.de/pid/02/4801.html;Unary Self-verifying Symmetric Difference Automata.;Laurette Marais, Lynette van Zijl;['https://dblp.uni-trier.de/pid/178/0990.html'];180-191;2016;DCFS
6534;63;Lynette van Zijl;https://dblp.uni-trier.de/pid/02/4801.html;Minimal DFA for Symmetric Difference NFA.;Brink van der Merwe, Hellis Tamm, Lynette van Zijl;['https://dblp.uni-trier.de/pid/59/6051.html', 'https://dblp.uni-trier.de/pid/56/5603.html'];307-318;2012;DCFS
6552;63;Lynette van Zijl;https://dblp.uni-trier.de/pid/02/4801.html;Magic Numbers for Symmetric Difference NFAs.;Lynette van Zijl;[];274-284;2004;DCFS
6565;8;Viliam Geffert;https://dblp.uni-trier.de/pid/54/3483.html;State Complexity of Binary Coded Regular Languages.;Viliam Geffert, Dominika Palisínová, Alexander Szabari;['https://dblp.uni-trier.de/pid/327/2099.html', 'https://dblp.uni-trier.de/pid/01/880.html'];72-84;2022;DCFS
6568;8;Viliam Geffert;https://dblp.uni-trier.de/pid/54/3483.html;Deterministic One-Way Simulation of Two-Way Deterministic Finite Automata over Small Alphabets.;Viliam Geffert, Alexander Okhotin;['https://dblp.uni-trier.de/pid/o/AOkhotin.html'];26-37;2021;DCFS
6582;8;Viliam Geffert;https://dblp.uni-trier.de/pid/54/3483.html;Classical Automata on Promise Problems.;Viliam Geffert, Abuzer Yakaryilmaz;['https://dblp.uni-trier.de/pid/82/4618.html'];126-137;2014;DCFS
6591;8;Viliam Geffert;https://dblp.uni-trier.de/pid/54/3483.html;A Direct Construction of Finite State Automata for Pushdown Store Languages.;Viliam Geffert, Andreas Malcher, Katja Meckel, Carlo Mereghetti, Beatrice Palano;['https://dblp.uni-trier.de/pid/58/2201.html', 'https://dblp.uni-trier.de/pid/70/9958.html', 'https://dblp.uni-trier.de/pid/96/438.html', 'https://dblp.uni-trier.de/pid/97/5115.html'];90-101;2013;DCFS
6596;8;Viliam Geffert;https://dblp.uni-trier.de/pid/54/3483.html;Removing Nondeterminism in Constant Height Pushdown Automata.;Zuzana Bednárová, Viliam Geffert, Carlo Mereghetti, Beatrice Palano;['https://dblp.uni-trier.de/pid/44/9959.html', 'https://dblp.uni-trier.de/pid/96/438.html', 'https://dblp.uni-trier.de/pid/97/5115.html'];76-88;2012;DCFS
6600;8;Viliam Geffert;https://dblp.uni-trier.de/pid/54/3483.html;The Size-Cost of Boolean Operations on Constant Height Deterministic Pushdown Automata.;Zuzana Bednárová, Viliam Geffert, Carlo Mereghetti, Beatrice Palano;['https://dblp.uni-trier.de/pid/44/9959.html', 'https://dblp.uni-trier.de/pid/96/438.html', 'https://dblp.uni-trier.de/pid/97/5115.html'];80-92;2011;DCFS
6614;8;Viliam Geffert;https://dblp.uni-trier.de/pid/54/3483.html;Translation from Classical Two-Way Automata to Pebble Two-Way Automata.;Viliam Geffert, Lubomíra Istonová;['https://dblp.uni-trier.de/pid/76/7217.html'];131-140;2009;DCFS
6629;8;Viliam Geffert;https://dblp.uni-trier.de/pid/54/3483.html;(Non)determinism and the Size of One-Way Finite Automata.;Viliam Geffert;[];23-37;2005;DCFS
6662;357;Gabriela Asli Rino Nesin;https://dblp.uni-trier.de/pid/132/6969.html;Groups Whose Word Problem is a Petri Net Language.;Gabriela Asli Rino Nesin, Richard M. Thomas;['https://dblp.uni-trier.de/pid/00/6434.html'];243-255;2015;DCFS
6665;212;Joachim Kupke;https://dblp.uni-trier.de/pid/14/2009.html;A Powerful Tool in Lower-Bounding Constantly Ambiguous Automata.;Joachim Kupke;[];276-284;2006;DCFS
6675;34;Maria Madonia;https://dblp.uni-trier.de/pid/74/2120.html;Bad Pictures: Some Structural Properties Related to Overlaps.;Marcella Anselmo, Dora Giammarresi, Maria Madonia, Carla Selmi;['https://dblp.uni-trier.de/pid/91/3140.html', 'https://dblp.uni-trier.de/pid/13/1566.html', 'https://dblp.uni-trier.de/pid/s/CSelmi.html'];13-25;2020;DCFS
6685;34;Maria Madonia;https://dblp.uni-trier.de/pid/74/2120.html;Avoiding Overlaps in Pictures.;Marcella Anselmo, Dora Giammarresi, Maria Madonia;['https://dblp.uni-trier.de/pid/91/3140.html', 'https://dblp.uni-trier.de/pid/13/1566.html'];16-32;2017;DCFS
6724;183;Ralf Stiebe;https://dblp.uni-trier.de/pid/s/RStiebe.html;Capacity Bounded Grammars and Petri Nets.;Ralf Stiebe, Sherzod Turaev;['https://dblp.uni-trier.de/pid/20/5646.html'];193-203;2009;DCFS
6729;183;Ralf Stiebe;https://dblp.uni-trier.de/pid/s/RStiebe.html;Nonterminal Complexity of Some Operations on Context-Free Languages.;Jürgen Dassow, Ralf Stiebe;['https://dblp.uni-trier.de/pid/d/JDassow.html'];162-169;2007;DCFS
6733;183;Ralf Stiebe;https://dblp.uni-trier.de/pid/s/RStiebe.html;Positive Valence Grammars.;Ralf Stiebe;[];186-197;2003;DCFS
6749;300;Lukás Vrábel;https://dblp.uni-trier.de/pid/53/10482.html;An Infinite Hierarchy of Language Families Resulting from Stateless Pushdown Automata with Limited Pushdown Alphabets.;Alexander Meduna, Lukás Vrábel, Petr Zemek;['https://dblp.uni-trier.de/pid/05/2606.html', 'https://dblp.uni-trier.de/pid/70/9575.html'];236-243;2012;DCFS
6847;245;Agustin Riscos-Núñez;https://dblp.uni-trier.de/pid/89/6274.html;Multidimensional Descriptional Complexity of P Systems.;Miguel A. Gutiérrez-Naranjo, Mario J. Pérez-Jiménez, Agustin Riscos-Núñez;['https://dblp.uni-trier.de/pid/27/3678.html', 'https://dblp.uni-trier.de/pid/p/MarioJPerezJimenez.html'];134-145;2005;DCFS
6859;22;Kevin Stier;https://dblp.uni-trier.de/pid/265/9625.html;Disambiguation of Weighted Tree Automata.;Kevin Stier, Markus Ulbricht;['https://dblp.uni-trier.de/pid/82/11198-1.html'];163-175;2021;DCFS
